,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_15to20_EB1,6152.0,78.43468620451031,1342.0,10278.0,942.0
ptcorr_15to20_EB2,3244.0,56.95612346359257,708.0,5384.0,474.0
ptcorr_15to20_EE,4216.0,64.9307323229917,976.0,7012.0,471.0
ptcorr_20to25_EB1,4607.0,67.87488489861327,1014.0,7204.0,779.0
ptcorr_20to25_EB2,3613.0,60.108235708594876,850.0,5516.0,580.0
ptcorr_20to25_EE,5553.0,74.51845409024533,1222.0,8519.0,705.0
ptcorr_25to35_EB1,5074.0,71.2320152740325,1336.0,6901.0,1235.0
ptcorr_25to35_EB2,4488.0,66.9925368977769,1166.0,6019.0,998.0
ptcorr_25to35_EE,8767.0,93.63225939813692,2303.0,11730.0,1299.0
ptcorr_35to50_EB1,4597.0,67.80117993073571,1724.0,5395.0,1049.0
ptcorr_35to50_EB2,4446.0,66.6783323126786,1852.0,5191.0,891.0
ptcorr_35to50_EE,9695.0,98.46319109189992,4030.0,11340.0,993.0
ptcorr_50to100_EB1,2307.0,48.03123983409131,1512.0,2458.0,380.0
ptcorr_50to100_EB2,2303.0,47.989582202807306,1566.0,2443.0,313.0
ptcorr_50to100_EE,5991.0,77.40155037206942,4189.0,6365.0,500.0
