,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_15to20_EB1,22576.71628676579,517.0102714747122,6185.617769072187,40936.58326966702,1391.9884305322566
ptcorr_15to20_EB2,16124.328352765317,430.8855080665217,4523.832773845205,29715.305137929583,1086.4138955999429
ptcorr_15to20_EE,19496.551869726474,473.0713276881025,5433.764691374023,32316.490402311036,988.4106595901798
ptcorr_20to25_EB1,15304.237710746826,415.0978817614193,3680.339620035399,28719.260199783075,952.555607935246
ptcorr_20to25_EB2,11688.919053686157,361.2625761637548,3052.962698088345,21075.21759377788,539.6115098112496
ptcorr_20to25_EE,13651.341798406658,388.12589707570015,3973.496055307396,23296.51234751085,898.0176883476297
ptcorr_25to35_EB1,22124.349228104158,498.2790884493501,4959.891543710926,36848.44936279307,1491.077007560799
ptcorr_25to35_EB2,15418.783792878727,414.1678572410628,3999.2563940441732,24917.75636676841,958.7800816925362
ptcorr_25to35_EE,18237.74854031126,445.36759288456557,5096.587175407763,27391.843390225567,887.9960618657548
ptcorr_35to50_EB1,18547.92556326954,462.1974691184562,5083.5985702828875,24238.603669208358,1054.5907524229608
ptcorr_35to50_EB2,13367.856408903905,391.7947448894369,3793.0036709298124,17342.838139214753,670.9385062468276
ptcorr_35to50_EE,13824.789606117587,389.1339403368394,4906.423509104849,17276.145666850698,714.911297521152
ptcorr_50to100_EB1,10643.011079893282,351.89801858633746,6660.173695237483,11547.46176737495,510.09869154564615
ptcorr_50to100_EB2,7612.495783967771,297.5424537795281,4727.384959555535,8182.868194261729,410.42339284952993
ptcorr_50to100_EE,7294.327665893779,281.2579018591733,4494.114366454535,7846.2807101895805,299.357094881161
