,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_15to20_EB1,3194069.2457708875,392724.83466898283,935933.9142087599,5084455.62883077,123041.37662506463
ptcorr_15to20_EB2,4582197.338762536,450893.8597177951,1318508.235905962,6284620.94582611,133572.21149624654
ptcorr_15to20_EE,13272757.993222456,821241.3996717723,3059035.5209096386,21215126.960763365,511397.7578250898
ptcorr_20to25_EB1,7360265.660715999,582981.9293891436,2197556.712668242,11423101.939067189,427262.5267784075
ptcorr_20to25_EB2,8954708.453598041,635625.447449162,2133278.080861946,13793539.390446287,333782.2035749728
ptcorr_20to25_EE,25195588.2206187,1102357.4266553514,5707724.503128033,39612552.77945877,772410.665575045
ptcorr_25to35_EB1,10564751.335773192,710965.2344263364,2542961.6054053796,14200266.880401293,496356.6162722815
ptcorr_25to35_EB2,10854409.755238898,708463.1689646201,3093037.2658421625,15389888.778841984,256700.77397136143
ptcorr_25to35_EE,31794384.112248655,1231523.8816807866,9521496.13962755,43171019.631016195,1192588.6904211862
ptcorr_35to50_EB1,9051224.477318566,545645.2867869477,3720055.0010625767,10776663.287207568,356232.5312461584
ptcorr_35to50_EB2,9115463.638368102,515397.7095796939,3970357.529303533,10611187.561190404,263961.5485925952
ptcorr_35to50_EE,25546050.465611998,897129.6387089669,11450844.269136382,30523486.22823037,880170.1588422597
ptcorr_50to100_EB1,4405480.1257549925,266052.78264732246,2920046.5115967384,4651782.365186093,129363.41931635092
ptcorr_50to100_EB2,4768092.48799416,257901.30128709142,3431743.0840549846,5095084.55267368,142100.3945464207
ptcorr_50to100_EE,14893992.17576077,425200.6082936099,10431005.522129752,15845149.756675553,581282.9014244201
