,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_15to20_EB1,41467.21518040011,706.5247634600777,12526.67883311206,71283.8636137506,2402.9090865856024
ptcorr_15to20_EB2,30017.710317355533,590.3570186404328,8946.953617472747,51656.14850122612,1903.0616064741164
ptcorr_15to20_EE,36302.20471413488,645.9586238133004,11419.973819059207,57738.644434305395,1936.4264858138158
ptcorr_20to25_EB1,28397.768421590445,572.217419196224,7834.159472091733,49441.12912615762,1785.936820902836
ptcorr_20to25_EB2,21142.13743394136,489.52982866593027,6001.281147131426,35571.26802364537,1144.4155922749164
ptcorr_20to25_EE,25505.752430585377,533.8737915679061,8335.715303824792,40601.12914633887,1517.4522969807454
ptcorr_25to35_EB1,38360.55400420667,673.3294727929576,10737.678318973873,58903.32550267608,2393.4432929688546
ptcorr_25to35_EB2,26384.611137164626,560.949723069512,7958.694625297159,40233.40166854562,1513.9843968461807
ptcorr_25to35_EE,30952.224627252897,599.0295246298232,10519.225008734777,43876.47211206594,1201.780511105804
ptcorr_35to50_EB1,30073.97131170265,599.8688647213124,10294.000743121102,37851.740871622795,1579.207774239095
ptcorr_35to50_EB2,22368.98504696508,519.9802802938314,8139.022448311566,27741.294497183524,1010.8250553791003
ptcorr_35to50_EE,24355.667399702084,526.1708292296997,10182.223323985278,29391.403746165994,1014.805224550915
ptcorr_50to100_EB1,17513.091544196825,462.15345664145457,11658.60719190745,18706.398212678134,857.8092821689711
ptcorr_50to100_EB2,12529.085137612565,387.1065545015446,8389.965251645966,13418.007952598735,623.1559712016049
ptcorr_50to100_EE,13239.940303736947,384.3579966405233,8967.28680514024,14179.221745492454,545.3934502689499
