sagemaker.config INFO - Not applying SDK defaults from location: /etc/xdg/sagemaker/config.yaml
sagemaker.config INFO - Not applying SDK defaults from location: /home/choij/.config/sagemaker/config.yaml
--------------------
Resource summary (last result is reported):
 trial_id     status  iter        signal background  channel optimizer         scheduler   initLR  nNodes  weight_decay  max_epochs  epoch  objective  train_loss  train_accuracy  valid_loss  valid_accuracy  worker-time
       12    Stopped     5 MHc-130_MA-90        ttZ Combined      Adam          CyclicLR 0.000101      37      0.000078          81    5.0   0.000662    0.000642        0.617030    0.000658        0.612429   339.028351
       13    Stopped    81 MHc-130_MA-90        ttZ Combined      Adam     ExponentialLR 0.001019     107      0.000270          81   81.0   0.000527    0.000501        0.791649    0.000521        0.777119  3377.520788
       14    Stopped    15 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000949      83      0.000042          81   15.0   0.000587    0.000569        0.707220    0.000583        0.702833   706.074378
       15    Stopped    15 MHc-130_MA-90        ttZ Combined      Adam     ExponentialLR 0.001147      39      0.000015          81   15.0   0.000589    0.000572        0.710024    0.000585        0.708976   708.142528
       16    Stopped    81 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000159      78      0.000023          81   81.0   0.000533    0.000510        0.781798    0.000527        0.772143  3377.047866
       17    Stopped     5 MHc-130_MA-90        ttZ Combined      Adam     ExponentialLR 0.000105      77      0.000041          81    5.0   0.000653    0.000633        0.633893    0.000649        0.631000   341.162363
       18    Stopped     5 MHc-130_MA-90        ttZ Combined      Adam          CyclicLR 0.000281      77      0.000013          81    5.0   0.000630    0.000612        0.659690    0.000626        0.659929   341.208843
       19    Stopped     5 MHc-130_MA-90        ttZ Combined      Adam          CyclicLR 0.000157      84      0.000017          81    5.0   0.000639    0.000619        0.651863    0.000634        0.649500   337.241793
       20    Stopped    45 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000454      44      0.000012          81   45.0   0.000558    0.000542        0.741649    0.000554        0.736167  1890.204982
       21    Stopped    15 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000443      35      0.000016          81   15.0   0.000574    0.000559        0.724226    0.000571        0.724286   757.079553
       22    Stopped    45 MHc-130_MA-90        ttZ Combined   RMSprop          CyclicLR 0.000923      96      0.000025          81   45.0   0.000558    0.000540        0.745714    0.000554        0.743738  1946.955792
       23    Stopped    81 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000571      90      0.000022          81   81.0   0.000535    0.000511        0.779536    0.000529        0.768071  3527.886081
       24    Stopped    15 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000715      37      0.000020          81   15.0   0.000585    0.000568        0.715595    0.000581        0.713071   769.508543
       25    Stopped    81 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000410     125      0.000012          81   81.0   0.000525    0.000495        0.798274    0.000518        0.780905  3500.964414
       26    Stopped     5 MHc-130_MA-90        ttZ Combined   RMSprop          CyclicLR 0.000348      67      0.000010          81    5.0   0.000600    0.000584        0.695012    0.000596        0.692119   358.219040
       27    Stopped    81 MHc-130_MA-90        ttZ Combined   RMSprop          CyclicLR 0.000261     125      0.000012          81   81.0   0.000523    0.000497        0.795714    0.000517        0.781452  3440.305069
       28    Stopped    81 MHc-130_MA-90        ttZ Combined   RMSprop          CyclicLR 0.000416      96      0.000017          81   81.0   0.000529    0.000508        0.782405    0.000524        0.776286  3445.066981
       29    Stopped    45 MHc-130_MA-90        ttZ Combined   RMSprop          CyclicLR 0.000642     108      0.000024          81   45.0   0.000547    0.000528        0.758470    0.000543        0.754238  2012.765085
       30    Stopped    15 MHc-130_MA-90        ttZ Combined   RMSprop ReduceLROnPlateau 0.000461      94      0.000058          81   15.0   0.000562    0.000547        0.734679    0.000559        0.732905   772.815346
       31    Stopped    81 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000432      88      0.000014          81   81.0   0.000527    0.000503        0.788726    0.000521        0.778762  3529.137023
       32    Stopped     5 MHc-130_MA-90        ttZ Combined   RMSprop ReduceLROnPlateau 0.000267     115      0.000029          81    5.0   0.000596    0.000578        0.704054    0.000592        0.700524   356.219361
       33    Stopped    81 MHc-130_MA-90        ttZ Combined   RMSprop          CyclicLR 0.000263     105      0.000031          81   81.0   0.000524    0.000503        0.788137    0.000519        0.779452  3312.041499
       34    Stopped    81 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000256     128      0.000078          81   81.0   0.000528    0.000498        0.795345    0.000521        0.778738  3528.018092
       35    Stopped    81 MHc-130_MA-90        ttZ Combined   RMSprop ReduceLROnPlateau 0.000436     101      0.000023          81   81.0   0.000531    0.000508        0.782631    0.000526        0.773595  3408.316520
       36    Stopped     5 MHc-130_MA-90        ttZ Combined   RMSprop ReduceLROnPlateau 0.000485     105      0.000014          81    5.0   0.000596    0.000577        0.701095    0.000591        0.697238   354.947587
       37    Stopped    45 MHc-130_MA-90        ttZ Combined   RMSprop ReduceLROnPlateau 0.000314      84      0.000020          81   45.0   0.000546    0.000527        0.762440    0.000542        0.756310  2009.909285
       38    Stopped    81 MHc-130_MA-90        ttZ Combined      Adam ReduceLROnPlateau 0.001530     109      0.000129          81   81.0   0.000533    0.000508        0.783220    0.000527        0.771786  3460.819366
       39    Stopped    81 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000430     127      0.000024          81   81.0   0.000533    0.000504        0.787917    0.000526        0.774190  3372.013561
       40    Stopped    45 MHc-130_MA-90        ttZ Combined   RMSprop          CyclicLR 0.000379     121      0.000036          81   45.0   0.000544    0.000525        0.763839    0.000540        0.757500  2011.623111
       41    Stopped    45 MHc-130_MA-90        ttZ Combined   RMSprop ReduceLROnPlateau 0.000623     115      0.000022          81   45.0   0.000543    0.000522        0.767167    0.000538        0.761405  2031.873946
       42    Stopped    81 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000396      95      0.000018          81   81.0   0.000526    0.000501        0.789994    0.000520        0.778667  3322.096146
       43    Stopped    15 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000339     111      0.000025          81   15.0   0.000552    0.000534        0.751524    0.000548        0.746810   759.039772
       44    Stopped    81 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000394     118      0.000032          81   81.0   0.000528    0.000502        0.791232    0.000522        0.779762  3365.927388
       45    Stopped    45 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000426      98      0.000020          81   45.0   0.000545    0.000522        0.768827    0.000540        0.758119  1896.927249
       46    Stopped     5 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000410     109      0.000013          81    5.0   0.000589    0.000573        0.709149    0.000586        0.707214   331.903392
       47    Stopped    15 MHc-130_MA-90        ttZ Combined   RMSprop ReduceLROnPlateau 0.000547      76      0.000028          81   15.0   0.000559    0.000544        0.741262    0.000556        0.739738   723.698092
       48    Stopped    15 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000316      88      0.000028          81   15.0   0.000556    0.000538        0.747875    0.000552        0.741571   690.009234
       49    Stopped     5 MHc-130_MA-90        ttZ Combined   RMSprop ReduceLROnPlateau 0.000573      77      0.000022          81    5.0   0.000589    0.000574        0.702375    0.000586        0.700619   332.168117
       50    Stopped     5 MHc-130_MA-90        ttZ Combined   RMSprop ReduceLROnPlateau 0.000193     105      0.000062          81    5.0   0.000585    0.000568        0.713310    0.000581        0.710095   336.566543
       51    Stopped    15 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000599     111      0.000014          81   15.0   0.000560    0.000542        0.742708    0.000556        0.738429   704.073622
       52    Stopped     5 MHc-130_MA-90        ttZ Combined      Adam     ExponentialLR 0.001186     103      0.000279          81    5.0   0.000584    0.000568        0.713226    0.000580        0.713143   331.365122
       53    Stopped    15 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000277     115      0.000062          81   15.0   0.000553    0.000534        0.754202    0.000549        0.748738   727.129326
       54    Stopped     5 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000235      98      0.000012          81    5.0   0.000596    0.000581        0.702518    0.000593        0.699119   343.110155
       55    Stopped    81 MHc-130_MA-90        ttZ Combined      Adam     ExponentialLR 0.001727     122      0.000078          81   81.0   0.000521    0.000491        0.802643    0.000514        0.784762  3408.715804
       56    Stopped    15 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000372     114      0.000028          81   15.0   0.000556    0.000536        0.749905    0.000551        0.743500   746.744203
       57    Stopped     5 MHc-130_MA-90        ttZ Combined   RMSprop          CyclicLR 0.000205     101      0.000013          81    5.0   0.000607    0.000588        0.691149    0.000603        0.685619   317.994778
       58    Stopped    15 MHc-130_MA-90        ttZ Combined   RMSprop ReduceLROnPlateau 0.000496     125      0.000021          81   15.0   0.000553    0.000537        0.747744    0.000550        0.744095   708.362000
       59    Stopped     5 MHc-130_MA-90        ttZ Combined   RMSprop ReduceLROnPlateau 0.000681     121      0.000056          81    5.0   0.000589    0.000572        0.712411    0.000585        0.712095   342.493298
       60    Stopped     5 MHc-130_MA-90        ttZ Combined   RMSprop          CyclicLR 0.000363     112      0.000026          81    5.0   0.000591    0.000572        0.705637    0.000587        0.703381   321.861486
       61    Stopped    15 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000509     126      0.000029          81   15.0   0.000566    0.000549        0.737506    0.000562        0.732548   680.451798
       62    Stopped    15 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000377     101      0.000038          81   15.0   0.000554    0.000536        0.751208    0.000550        0.746167   686.264476
       63    Stopped    81 MHc-130_MA-90        ttZ Combined   RMSprop ReduceLROnPlateau 0.000210     126      0.000044          81   81.0   0.000530    0.000506        0.784804    0.000525        0.774262  3405.557479
       64    Stopped     5 MHc-130_MA-90        ttZ Combined      Adam     ExponentialLR 0.001670     126      0.000066          81    5.0   0.000587    0.000568        0.714054    0.000582        0.711095   330.253443
       65    Stopped    81 MHc-130_MA-90        ttZ Combined   RMSprop ReduceLROnPlateau 0.000278     126      0.000011          81   81.0   0.000523    0.000493        0.799988    0.000516        0.784190  3433.419224
       66    Stopped     5 MHc-130_MA-90        ttZ Combined      Adam          CyclicLR 0.002008     118      0.000015          81    5.0   0.000604    0.000587        0.691738    0.000600        0.689643   348.083956
       67    Stopped    15 MHc-130_MA-90        ttZ Combined   RMSprop ReduceLROnPlateau 0.000228     115      0.000185          81   15.0   0.000560    0.000542        0.743065    0.000556        0.738976   715.561508
       68    Stopped     5 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000408     102      0.000016          81    5.0   0.000582    0.000567        0.715625    0.000578        0.712881   351.196713
       69    Stopped     5 MHc-130_MA-90        ttZ Combined   RMSprop          CyclicLR 0.000392     104      0.000028          81    5.0   0.000584    0.000568        0.711399    0.000580        0.710690   329.790700
       70    Stopped    15 MHc-130_MA-90        ttZ Combined   RMSprop ReduceLROnPlateau 0.000472     115      0.000028          81   15.0   0.000555    0.000538        0.749268    0.000551        0.746167   712.819278
       71 InProgress    72 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000278     128      0.000023          81   72.0   0.000523    0.000493        0.798845    0.000516        0.782786  3141.307565
       72    Stopped     5 MHc-130_MA-90        ttZ Combined      Adam          CyclicLR 0.001451     124      0.000298          81    5.0   0.000584    0.000567        0.714804    0.000580        0.711476   329.460357
       73    Stopped    15 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000268     118      0.000093          81   15.0   0.000557    0.000540        0.745679    0.000553        0.742690   669.758091
       74    Stopped     5 MHc-130_MA-90        ttZ Combined   RMSprop          CyclicLR 0.000389     115      0.000020          81    5.0   0.000591    0.000573        0.707911    0.000587        0.706548   337.994897
       75 InProgress    71 MHc-130_MA-90        ttZ Combined   RMSprop ReduceLROnPlateau 0.000277     106      0.000029          81   71.0   0.000536    0.000512        0.779262    0.000530        0.767929  3070.261119
       76    Stopped     5 MHc-130_MA-90        ttZ Combined   RMSprop ReduceLROnPlateau 0.000328      84      0.000019          81    5.0   0.000596    0.000575        0.704190    0.000591        0.698881   340.164406
       77    Stopped     5 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000222     127      0.000026          81    5.0   0.000581    0.000562        0.719833    0.000577        0.713571   324.404789
       78    Stopped     5 MHc-130_MA-90        ttZ Combined      Adam ReduceLROnPlateau 0.001106     112      0.000050          81    5.0   0.000594    0.000576        0.703982    0.000590        0.702071   345.361999
       79    Stopped    15 MHc-130_MA-90        ttZ Combined   RMSprop ReduceLROnPlateau 0.000338     113      0.000039          81   15.0   0.000562    0.000546        0.738893    0.000558        0.737238   737.419352
       80 InProgress    61 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000186     126      0.000047          81   61.0   0.000526    0.000499        0.793869    0.000520        0.778238  2670.426937
       81    Stopped    15 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000614      92      0.000027          81   15.0   0.000561    0.000543        0.744470    0.000556        0.739976   753.111879
       82    Stopped    15 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000428     108      0.000031          81   15.0   0.000552    0.000533        0.754280    0.000548        0.750143   694.454394
       83 InProgress    61 MHc-130_MA-90        ttZ Combined   RMSprop ReduceLROnPlateau 0.000298     122      0.000010          81   61.0   0.000522    0.000498        0.793565    0.000516        0.783095  2414.758089
       84    Stopped     5 MHc-130_MA-90        ttZ Combined   RMSprop          CyclicLR 0.000229     113      0.000058          81    5.0   0.000596    0.000578        0.702274    0.000592        0.699857   344.016941
       85    Stopped    15 MHc-130_MA-90        ttZ Combined   RMSprop ReduceLROnPlateau 0.000304      92      0.000027          81   15.0   0.000565    0.000547        0.739875    0.000561        0.736524   756.450567
       86 InProgress    45 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000286      89      0.000017          81   45.0   0.000532    0.000509        0.782780    0.000526        0.771690  2003.079276
       87    Stopped    15 MHc-130_MA-90        ttZ Combined   RMSprop ReduceLROnPlateau 0.000312     122      0.000100          81   15.0   0.000563    0.000544        0.741185    0.000559        0.737357   765.709660
       88    Stopped     5 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000262      98      0.000016          81    5.0   0.000583    0.000565        0.715250    0.000579        0.711476   360.117482
       89    Stopped     5 MHc-130_MA-90        ttZ Combined   RMSprop ReduceLROnPlateau 0.000124     127      0.000044          81    5.0   0.000597    0.000580        0.700518    0.000593        0.696714   350.927202
       90    Stopped     5 MHc-130_MA-90        ttZ Combined      Adam     ExponentialLR 0.001173     113      0.000389          81    5.0   0.000589    0.000574        0.705399    0.000585        0.704357   357.144194
       91    Stopped     5 MHc-130_MA-90        ttZ Combined   RMSprop ReduceLROnPlateau 0.000242     113      0.000021          81    5.0   0.000587    0.000570        0.712774    0.000583        0.710310   347.385888
       92    Stopped     5 MHc-130_MA-90        ttZ Combined   RMSprop ReduceLROnPlateau 0.000308     102      0.000043          81    5.0   0.000581    0.000566        0.718113    0.000578        0.715452   337.526390
       93    Stopped     5 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000284      86      0.000015          81    5.0   0.000593    0.000577        0.702821    0.000589        0.699214   345.809292
       94    Stopped     5 MHc-130_MA-90        ttZ Combined   RMSprop ReduceLROnPlateau 0.000332     102      0.000057          81    5.0   0.000591    0.000574        0.703208    0.000587        0.702310   332.480980
       95    Stopped     5 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000289      80      0.000016          81    5.0   0.000602    0.000585        0.691024    0.000598        0.684833   340.201641
       96    Stopped     5 MHc-130_MA-90        ttZ Combined      Adam ReduceLROnPlateau 0.001110     120      0.000428          81    5.0   0.000595    0.000576        0.703994    0.000591        0.701881   345.244099
       97    Stopped    15 MHc-130_MA-90        ttZ Combined   RMSprop ReduceLROnPlateau 0.000242     101      0.000065          81   15.0   0.000558    0.000540        0.745512    0.000554        0.743000   719.927112
       98    Stopped     5 MHc-130_MA-90        ttZ Combined      Adam ReduceLROnPlateau 0.001965     124      0.000062          81    5.0   0.000589    0.000571        0.709607    0.000585        0.707214   345.192318
       99    Stopped     5 MHc-130_MA-90        ttZ Combined      Adam          CyclicLR 0.001367     126      0.000377          81    5.0   0.000598    0.000579        0.700238    0.000593        0.695738   347.506575
      100    Stopped     5 MHc-130_MA-90        ttZ Combined      Adam     ExponentialLR 0.001120     107      0.000642          81    5.0   0.000593    0.000575        0.703595    0.000589        0.703310   343.867135
      101 InProgress    10 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000514     108      0.000028          81   10.0   0.000560    0.000544        0.741601    0.000556        0.739119   539.151497
      102    Stopped     5 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000238     115      0.000179          81    5.0   0.000596    0.000579        0.696030    0.000592        0.691024   346.361797
      103    Stopped     5 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000180      91      0.000032          81    5.0   0.000585    0.000570        0.711292    0.000582        0.709881   355.312197
      104 InProgress     3 MHc-130_MA-90        ttZ Combined   RMSprop ReduceLROnPlateau 0.000600     113      0.000085          81    3.0   0.000616    0.000600        0.672173    0.000612        0.670810   260.999224
      105 InProgress     2 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000216     123      0.000038          81    2.0   0.000597    0.000581        0.696780    0.000594        0.693238   229.054728
      106 InProgress     1 MHc-130_MA-90        ttZ Combined      Adam ReduceLROnPlateau 0.001654     113      0.000027          81    1.0   0.000635    0.000616        0.655774    0.000631        0.654143   174.335908
      107 InProgress     0 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000346     106      0.000048          81      -          -           -               -           -               -            -
      108 InProgress     0 MHc-130_MA-90        ttZ Combined   RMSprop     ExponentialLR 0.000377     111      0.000067          81      -          -           -               -           -               -            -
      109 InProgress     0 MHc-130_MA-90        ttZ Combined   RMSprop ReduceLROnPlateau 0.000194     115      0.000025          81      -          -           -               -           -               -            -
12 trials running, 98 finished (0 until the end), 10802.88s wallclock-time

objective: best 0.0005207360990522874 for trial-id 55
--------------------
