# Pairwise Filter, Data Eff, MC Eff, MC Eff - AltMC
DblMuDZ, (0.9955602615789001, 0.0009333100238237889), (0.9956202917368128, 0.0014892858475242113), (0.9957894104571711, 0.000438655586453235)
