# Pairwise Filter, Data Eff, MC Eff, MC Eff - AltMC
DblMuDZM, (0.9961804041050808, 0.0011934158687247423), (0.9961600357483875, 0.0014899017613025677), (0.9957995655643507, 0.00043865897514247065)
