# Pairwise Filter, Data Eff, MC Eff, MC Eff - AltMC
EMuDZ, (0.9989450992982617, 0.0023210722293586336), (0.995457328866185, 0.00043616996883562775), (0.99567014568043, 0.006440245888170795)
