,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_10to15_EB1,402.7484709429651,4.827900409476827,265.8336760760632,451.13407934729014,226.62061508123008
ptcorr_10to15_EB2,261.6662782853384,3.8880673645981334,174.33078625956125,294.0664914743934,149.25884569858593
ptcorr_10to15_EE,221.9984048293167,3.584597782079531,147.61112814958545,250.24126703511052,124.04913331401534
ptcorr_15to20_EB1,365.05710625720116,4.610270191113452,241.14061568805988,408.96596472718016,217.8968841599482
ptcorr_15to20_EB2,224.94354699399372,3.6167415815377733,146.2323404509388,252.57485880046804,134.09642834519198
ptcorr_15to20_EE,182.01466820234901,3.229710087518,115.76779973182376,206.00351985559084,105.37259647832174
ptcorr_20to30_EB1,618.2991380189211,5.965608820590314,401.396297239969,701.8789705794487,398.8136657596867
ptcorr_20to30_EB2,377.52598325142,4.6742651893348865,238.28264797284783,430.4678651870125,245.83094518643634
ptcorr_20to30_EE,262.2250773738066,3.8551206618130043,164.7434761536713,300.2621808871482,169.2177929678824
ptcorr_30to50_EB1,1024.3360688289056,7.687156109469465,646.7553329325517,1150.3694001035844,741.891410616307
ptcorr_30to50_EB2,596.3846427457477,5.8940559061117375,375.37091517066204,674.1631312177594,413.7888729793011
ptcorr_30to50_EE,357.18727142458454,4.514367991532618,223.51066396426367,408.6746037455668,238.07407490195942
ptcorr_50to100_EB1,849.9920086607106,7.041280487563131,555.9285262240949,934.2394089262843,609.4332581517983
ptcorr_50to100_EB2,477.1706645823867,5.283311449691188,306.6160633850381,529.506731342614,325.89554889050135
ptcorr_50to100_EE,250.8924342977629,3.806462413492729,158.89720275155156,284.08029948054843,160.01861298299133
