,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_10to15_EB1,56.853271873493306,3.8662159572831163,19.53401443152543,80.67438787252576,13.834799357130855
ptcorr_10to15_EB2,39.88492241885391,3.314238126769477,13.176430571947268,57.00253970407867,10.715547686069641
ptcorr_10to15_EE,32.81066221784731,2.8873048234945253,13.068479870965303,46.48933076430132,6.388144924962662
ptcorr_15to20_EB1,41.6925945310373,3.305602448992213,13.092680979595517,55.359456572592734,6.07182681668688
ptcorr_15to20_EB2,21.35526440078081,2.37570975363207,7.926015495918036,36.30218375213308,4.416775498098159
ptcorr_15to20_EE,16.451727765872523,2.071588150065697,5.337082465387416,24.547054199961913,3.7141600358168563
ptcorr_20to30_EB1,60.15103138485999,3.993548966042893,27.107582317505766,79.87819159577754,8.671490418447243
ptcorr_20to30_EB2,42.31111852406869,3.3681990258838526,18.437611086739658,54.62842828438026,9.865231481534789
ptcorr_20to30_EE,33.544427301857525,2.937840586506877,14.204481639789558,42.28312584193284,6.283745774850435
ptcorr_30to50_EB1,73.8281023735446,4.425730817588659,39.831033127193216,86.36012374702706,12.193290291338894
ptcorr_30to50_EB2,54.57948703357765,3.7687959203344814,28.32993095579409,65.3053620198753,7.976805751594076
ptcorr_30to50_EE,40.78151979451509,3.2682300979626526,18.772606949515822,50.690203194167374,4.3489082182807515
ptcorr_50to100_EB1,56.63042111521185,3.8746663259513414,37.375763686681864,61.63836341983467,7.71911564947969
ptcorr_50to100_EB2,45.17843415465667,3.411784585843186,34.09964544983366,47.53973670885628,8.287765271688254
ptcorr_50to100_EE,43.20909648653411,3.3000793627309344,31.496324059855198,48.20944630636657,5.704488931215221
