,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_10to15_EB1,156.75732244311908,4.4796200526723995,60.09485219286757,214.9735996902664,35.98222557439057
ptcorr_10to15_EB2,105.50663662902555,3.691206007414118,43.85280344756824,146.6985184596691,21.7237706758658
ptcorr_10to15_EE,89.61164280252373,3.397437679648772,34.92322878809674,125.53493716826767,18.727881670167605
ptcorr_15to20_EB1,137.79280633770608,4.182839824301737,51.85406879014445,192.00521291487584,26.154608936165737
ptcorr_15to20_EB2,93.6434820830011,3.4509406539796643,34.68947459997182,126.16245045932031,17.676852270798946
ptcorr_15to20_EE,78.53447809444452,3.157180383070043,27.945043487675004,109.87940457499874,13.660266012814139
ptcorr_20to30_EB1,234.62793296459415,5.461670587171643,93.81531744109206,309.6605730964437,41.85673775660602
ptcorr_20to30_EB2,157.53746982468576,4.481448755618407,58.502296744927186,209.68908526373949,28.372744746587372
ptcorr_20to30_EE,138.59765740121603,4.179339121748219,52.87364296381836,184.54702263960095,25.105106018580127
ptcorr_30to50_EB1,322.5923384962071,6.4098362417191606,143.16260193419544,404.0555524854804,55.85230451077749
ptcorr_30to50_EB2,229.15485139353243,5.4300881372871554,95.7628376270439,285.4468559107071,38.346428083280514
ptcorr_30to50_EE,204.1931695971242,5.071369622466915,94.6685798900069,254.9594590575167,31.912499455836766
ptcorr_50to100_EB1,284.3892272813968,6.014936501719376,186.863118810459,317.45878979386845,40.66700768469619
ptcorr_50to100_EB2,221.47578481796862,5.350885574854725,143.7919937661289,245.26465350662028,36.92819974190449
ptcorr_50to100_EE,185.72001911790093,4.846996699746168,120.99318247133014,206.61817056445938,25.740779145035784
