,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_10to15_EB1,220.59963509181725,5.7454803181073375,62.492414976389554,345.53950777485096,14.20914826508455
ptcorr_10to15_EB2,162.95979350814764,4.930265584157932,40.840592600589396,249.06080581840862,12.620284762542562
ptcorr_10to15_EE,135.7474721504127,4.5006624247842355,36.00626113280554,214.9786895901711,8.184553414952706
ptcorr_15to20_EB1,234.81666004980147,5.91354739526809,66.36355017230056,360.3124720618354,18.180659466126873
ptcorr_15to20_EB2,156.57657795144274,4.811994614485402,40.21753874686747,244.112457703222,9.094970989314522
ptcorr_15to20_EE,143.04068730200032,4.584586058923401,36.84321544796378,215.51522514614027,9.269619607474763
ptcorr_20to30_EB1,475.954041319125,8.392664324751278,139.34340078498542,692.9908272946014,31.33065763306174
ptcorr_20to30_EB2,340.2698615336359,7.124275569107513,103.53752526323014,495.8587019802491,20.726626438083827
ptcorr_20to30_EE,289.6171632345165,6.495946205493053,90.55978801530868,434.33248959308116,18.409339008601187
ptcorr_30to50_EB1,942.5407559410692,11.848806801429603,347.7191172265731,1224.83968113716,53.94732507553461
ptcorr_30to50_EB2,650.1144198943932,9.821250009252571,245.9501376250673,855.8223036036352,32.839577940444755
ptcorr_30to50_EE,567.4666755867671,9.124902662094685,211.68687870379065,742.0118882893502,30.765136992423013
ptcorr_50to100_EB1,1085.4279383914356,12.708408324326113,689.1629058074149,1199.6265152044443,53.742416642197625
ptcorr_50to100_EB2,755.9342521479391,10.631030495158289,482.6287001326233,836.0006490212533,36.66235795350174
ptcorr_50to100_EE,608.5724794475559,9.481248941967277,382.04681218072176,680.899253826167,31.089839598252773
