,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_10to15_EB1,5336.0,73.0479294709987,982.0,15995.0,855.0
ptcorr_10to15_EB2,3875.0,62.24949798994366,736.0,11716.0,644.0
ptcorr_10to15_EE,3736.0,61.1228271597445,751.0,10965.0,537.0
ptcorr_15to20_EB1,1532.0,39.14077158156185,316.0,4175.0,264.0
ptcorr_15to20_EB2,1064.0,32.61901286060018,185.0,2951.0,202.0
ptcorr_15to20_EE,1136.0,33.704599092705436,201.0,3001.0,198.0
ptcorr_20to30_EB1,880.0,29.664793948382652,179.0,1926.0,197.0
ptcorr_20to30_EB2,631.0,25.11971337416094,138.0,1459.0,129.0
ptcorr_20to30_EE,701.0,26.476404589747453,151.0,1477.0,168.0
ptcorr_30to50_EB1,7301.0,85.44588931013593,2040.0,11209.0,1380.0
ptcorr_30to50_EB2,5510.0,74.22937423958254,1522.0,8565.0,1089.0
ptcorr_30to50_EE,5293.0,72.75300681071539,1663.0,8211.0,1011.0
ptcorr_50to100_EB1,2913.0,53.97221507405454,1813.0,3366.0,315.0
ptcorr_50to100_EB2,2179.0,46.67976006793523,1322.0,2488.0,223.0
ptcorr_50to100_EE,1908.0,43.68065933568311,1165.0,2215.0,201.0
