# Pairwise Filter, Data Eff, MC Eff, MC Eff - AltMC
DblMuDZ, (0.9798157970845968, 0.000620959505301696), (0.9970563270768621, 0.0023525765473237934), (0.9968433378810216, 0.0005030378712389095)
