# Pairwise Filter, Data Eff, MC Eff, MC Eff - AltMC
EMuDZ, (0.9638372495814329, 0.0036959247952636277), (0.987762748555037, 0.0007054212088301454), (0.9838186516142283, 0.006695526077851234)
