,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_10to15_EB1,138.08033904739122,3.6048123866293005,92.3129327575671,151.60099571635857,89.00765336627242
ptcorr_10to15_EB2,89.07597188261286,2.8902910843211416,58.49959376823054,96.78147309433928,60.609724975233284
ptcorr_10to15_EE,90.11888754215728,2.918461701838539,61.31999586055845,97.78741623251985,61.013639644429404
ptcorr_15to20_EB1,174.9286353411423,4.055467056768907,117.65231645013337,193.3952087331485,115.34810341007602
ptcorr_15to20_EB2,107.87128110404021,3.1883033490721844,77.3839113349343,117.892311509365,73.51079866284499
ptcorr_15to20_EE,82.60168500253755,2.7865911489809236,59.32654961471607,89.53027863896948,57.27302610567182
ptcorr_20to30_EB1,417.6414320624647,6.255224800288399,288.44103471421,453.4284284769867,275.0227621371721
ptcorr_20to30_EB2,248.70157885430527,4.834795582807089,172.5797959160983,268.4438629970705,161.1773379201822
ptcorr_20to30_EE,175.07484507098417,4.047972497483706,119.6001308579342,190.70028040967705,115.7102973170397
ptcorr_30to50_EB1,877.7281825906907,9.112229904332027,641.8960860110907,933.1577444694407,577.103669847648
ptcorr_30to50_EB2,503.4574708084427,6.901843187134469,361.47492577996417,539.4005831037123,322.9347559622501
ptcorr_30to50_EE,328.2477370031663,5.562444312149929,228.3125887028847,354.43612202629254,203.1651166710602
ptcorr_50to100_EB1,1262.3657229529567,10.930286315734733,1017.5017237697524,1301.474430382858,779.1081460617113
ptcorr_50to100_EB2,682.7036662073923,8.033841476800276,541.1359449013621,707.8110174566934,411.03055108174834
ptcorr_50to100_EE,383.32839898528283,6.001798294000884,297.5186155110968,400.7126099679617,223.09759242877476
