,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_10to15_EB1,52166.943393955866,430.8614573854945,13193.366818287916,110374.75094522297,4953.339421290987
ptcorr_10to15_EB2,30808.57480393016,329.53487793192505,7781.466085549702,66219.8019214053,2782.853687691253
ptcorr_10to15_EE,22231.51043369778,284.70017474299317,5445.865343512133,48311.120245693994,1825.4213209517263
ptcorr_15to20_EB1,56053.54000400711,434.4662524256634,12692.564341439063,119327.26244859185,5037.823841369288
ptcorr_15to20_EB2,31637.007724744206,328.9537823880103,7515.36821845768,67860.62289336928,2715.7004551671575
ptcorr_15to20_EE,23633.66651654081,286.2799674716316,5635.214761008446,51345.42194295818,1846.8056732157543
ptcorr_20to30_EB1,110294.23658251982,593.9434934623588,23917.239372686967,216905.71138901872,9891.859060465971
ptcorr_20to30_EB2,62620.180360179285,455.64677213967025,14696.62944913597,123955.10778064655,4504.367808538235
ptcorr_20to30_EE,47366.38356844432,400.44773235376937,11428.20536874048,96256.20466484407,3536.4642729025363
ptcorr_30to50_EB1,189230.68120999428,753.2170056733021,38670.44165646697,260534.29893175256,11701.07557987508
ptcorr_30to50_EB2,137108.54157445027,644.7301415302818,36052.65644369874,184032.95939892135,7490.844189232095
ptcorr_30to50_EE,120763.42560730543,612.69600185261,39022.251165985275,166684.9358109281,6662.711303113201
ptcorr_50to100_EB1,59602.663094271644,487.9380102827968,32952.45498359185,69543.00012396301,3612.9551234601645
ptcorr_50to100_EB2,53555.30038815372,464.9047203460119,29376.696105516392,62359.34761110914,3445.2309261339556
ptcorr_50to100_EE,54879.63336115766,474.01884456414837,28491.07151026161,64568.114875530075,3551.233859981649
