,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_15to20_EB1,239.55074182665592,5.085223758974774,168.4458631351441,254.03438800361215,155.29195095925886
ptcorr_15to20_EB2,150.20515740077417,3.92657037646983,107.48141671910287,159.86370200673412,100.1488642828019
ptcorr_15to20_EE,139.03032049134097,3.7303527277158,98.31125018837173,148.94915739677714,92.84811049105713
ptcorr_20to25_EB1,252.19555667576475,4.9969654634308815,178.11673620107157,267.3013349385689,170.88119631340788
ptcorr_20to25_EB2,163.08260999624486,4.008140663802412,114.63876624073214,172.704630091647,110.12331802485146
ptcorr_20to25_EE,152.53029771072224,3.8887990333136657,111.05139688398435,161.5068975912269,100.58617729270303
ptcorr_25to35_EB1,537.3926695150215,7.308446119775943,381.940028386581,567.0328262748606,365.99161228175865
ptcorr_25to35_EB2,349.02576337367674,5.8817765530876525,249.6012218170433,368.7523552201685,231.51581321034365
ptcorr_25to35_EE,288.24918286765063,5.340351950785156,207.42759962119584,306.48892258476405,193.11792650379095
ptcorr_35to50_EB1,807.5059207911256,8.95808432536368,594.7612987833434,843.4648795995274,535.1897845343725
ptcorr_35to50_EB2,503.09531736024485,7.052107694903435,370.69889475319303,525.7879419662752,321.03123627274306
ptcorr_35to50_EE,376.29639811170296,6.119727197653377,271.39538407783226,395.7418459279726,237.520319277263
ptcorr_50to100_EB1,1535.958214743164,12.341180557192551,1250.2010323260445,1571.9661618974776,967.4886905292876
ptcorr_50to100_EB2,909.5992386742058,9.4944429082349,733.3603208829508,934.0490070371997,557.4694461940242
ptcorr_50to100_EE,586.680937189449,7.6435019604902665,474.1770728822708,606.451839721673,340.94424971273975
