,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_15to20_EB1,5076.893123861434,15.772161293317616,4401.6396730785655,5152.473323592321,4133.737483505664
ptcorr_15to20_EB2,3052.8595980626596,11.909891192870722,2635.32711835471,3098.4062363340963,2487.5371313372602
ptcorr_15to20_EE,2668.223214198719,10.980811714195143,2316.755530750443,2705.8110318732433,2159.7640066491645
ptcorr_20to25_EB1,5318.100837726148,15.477524986197338,4607.09966522637,5395.527272339792,4350.225634822111
ptcorr_20to25_EB2,3357.7793875715115,12.26698762771154,2899.479246766905,3406.160773453767,2731.6533222842263
ptcorr_20to25_EE,2977.5928483798916,11.565990834779928,2565.241538040474,3024.3736568753934,2403.081685416804
ptcorr_25to35_EB1,11550.089708375206,22.792570167151727,10044.904795886874,11704.984047269965,9502.553546882327
ptcorr_25to35_EB2,7232.202983605927,18.004403351345072,6280.704144409585,7336.6020493177975,5891.03693384826
ptcorr_25to35_EE,5920.005560213637,16.322147259248386,5090.40889212006,6019.1573007901525,4719.038813194317
ptcorr_35to50_EB1,16561.809139200363,27.247176875495498,14506.860779344277,16759.280693340224,13521.738245308505
ptcorr_35to50_EB2,10089.815800795632,21.24849690966781,8802.849431257133,10229.652048630927,8100.1732421164725
ptcorr_35to50_EE,7546.183666870167,18.442938980694485,6491.4073247665365,7678.515181175018,5799.234951048441
ptcorr_50to100_EB1,29429.686203307414,36.17586450495766,26324.534111270146,29693.969390273058,23437.227558656312
ptcorr_50to100_EB2,17675.226246000246,28.05874046820014,15734.29561888953,17858.984301013785,13818.47656361352
ptcorr_50to100_EE,11840.900827490896,23.070665442790123,10371.276175786723,12027.85215001866,8691.765217925942
