,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_15to20_EB1,83620.25009525793,1967.2266764142046,21623.87127435071,148037.30253036413,4683.045918490508
ptcorr_15to20_EB2,53498.15462221818,1535.2902522110944,13870.128493607293,94461.18052710348,2418.7564424968464
ptcorr_15to20_EE,57085.13635867927,1564.9031283762047,14400.050131985397,96637.76330512406,2892.622004392714
ptcorr_20to25_EB1,89080.39296014963,1952.1837193158728,23661.87342273789,153749.0185222986,5025.923124828658
ptcorr_20to25_EB2,62781.57440719123,1636.680801052095,14875.094542355057,106130.55654855093,3532.0490657605424
ptcorr_20to25_EE,70270.41534817222,1727.6884369870436,17722.397729790857,117705.16547218896,4184.623681331988
ptcorr_25to35_EB1,185966.1266197953,2815.069463216977,44029.93263341343,298484.61003356037,9352.79140231039
ptcorr_25to35_EB2,135557.06768831614,2396.7520725036456,34054.07564954463,217288.19010277328,8268.751236409662
ptcorr_25to35_EE,152942.75502476736,2551.143084313397,41712.01802725911,236669.86029043942,9397.892352885705
ptcorr_35to50_EB1,274696.3761752576,3415.2696739348144,81893.4807310664,382407.73331137723,13681.968473698258
ptcorr_35to50_EB2,191583.83898939745,2850.277396056216,60779.899030685476,261538.45254150365,10699.038120416852
ptcorr_35to50_EE,212740.4050206456,3006.0474981254956,71185.14645041838,289640.4366126795,10810.756509335211
ptcorr_50to100_EB1,423808.02117822174,4241.087560231795,247965.26719201016,473671.4878192618,20020.707133927695
ptcorr_50to100_EB2,284554.49318256864,3475.821498622766,165367.5612840006,320549.18013916566,13325.528895009696
ptcorr_50to100_EE,296705.32908942393,3556.1435688160777,176510.61888180845,332512.4235756866,14754.358088473346
