,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_15to20_EB1,2593.6304659143407,36.8769431687805,1436.9805815842974,3015.012261359777,157.43047525929836
ptcorr_15to20_EB2,1617.0270424299242,28.581068083086695,862.8923474959096,1892.9804443778842,88.84179662944751
ptcorr_15to20_EE,1653.2153542271749,28.09163743130596,879.6203813696812,1911.323436265911,95.28688605188587
ptcorr_20to25_EB1,2243.177417625551,32.57287629322177,1258.0348386850794,2595.6168493571195,135.88166140354087
ptcorr_20to25_EB2,1623.6018292750769,28.70776851248297,916.7821133308323,1873.4690217101502,107.55833571163073
ptcorr_20to25_EE,1677.5653456033474,27.979245067120367,928.2211390432275,1940.9676938751447,92.50270431032902
ptcorr_25to35_EB1,4002.717972421032,44.915565230178714,2290.8021532583816,4522.484415575453,256.64535358378964
ptcorr_25to35_EB2,2808.7966415665974,36.784204028458916,1615.4753652337306,3168.692717864028,166.6623125926683
ptcorr_25to35_EE,2987.5430592447606,38.53821826834695,1696.265187706293,3388.9916822245737,154.13632485925126
ptcorr_35to50_EB1,4938.89561402977,50.343085918363826,3096.7483340789495,5441.777752780032,304.3381081426974
ptcorr_35to50_EB2,3369.964850882389,40.64796326194362,2101.5702222703776,3715.914492501105,196.37867958928325
ptcorr_35to50_EE,3745.7958579860024,42.871631871373914,2362.786824539569,4124.335350597661,199.08345268304345
ptcorr_50to100_EB1,7457.076487688005,61.33181166271983,5788.500243377335,7802.255960581353,447.977985703165
ptcorr_50to100_EB2,5249.362156576739,52.086927240884286,4108.114426482688,5485.492526598289,319.5605772028234
ptcorr_50to100_EE,5312.036628217306,51.71990801358155,4096.570945794803,5571.974188022692,292.3800819434672
