,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_15to20_EB1,8366.0,91.46584061823299,1786.0,13459.0,1267.0
ptcorr_15to20_EB2,5186.0,72.01388754955533,1099.0,8333.0,848.0
ptcorr_15to20_EE,7894.0,88.84818512496471,1711.0,12769.0,906.0
ptcorr_20to25_EB1,6884.0,82.96987405076617,1523.0,10449.0,1160.0
ptcorr_20to25_EB2,5227.0,72.29799443968,1146.0,7944.0,898.0
ptcorr_20to25_EE,9522.0,97.58073580374356,2127.0,14261.0,1209.0
ptcorr_25to35_EB1,7648.0,87.45284443630179,1849.0,10396.0,1918.0
ptcorr_25to35_EB2,6533.0,80.82697569499925,1687.0,8753.0,1591.0
ptcorr_25to35_EE,14606.0,120.85528536228773,3751.0,19498.0,2318.0
ptcorr_35to50_EB1,4083.0,63.89835678638379,1521.0,4782.0,1000.0
ptcorr_35to50_EB2,3714.0,60.94259594077036,1444.0,4291.0,745.0
ptcorr_35to50_EE,9828.0,99.13626985114983,4069.0,11471.0,1077.0
ptcorr_50to100_EB1,2044.0,45.21061822182926,1417.0,2182.0,364.0
ptcorr_50to100_EB2,1952.0,44.181444068749045,1345.0,2077.0,315.0
ptcorr_50to100_EE,6337.0,79.60527620704548,4300.0,6778.0,546.0
