,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_15to20_EB1,30065470.92799358,232278.44918627676,7404919.946068859,48111893.85680324,5122731.656588239
ptcorr_15to20_EB2,19938692.05618587,182426.79407140252,5187025.058243048,31832090.690232772,3156565.4615708226
ptcorr_15to20_EE,16752312.435725149,163677.01141243905,4531999.9187964415,26310700.016757675,2499487.1780884624
ptcorr_20to25_EB1,18146488.068506844,173816.40139406145,4845428.9643611675,27272089.793333665,2669453.3063995605
ptcorr_20to25_EB2,12407107.965942169,138945.98474935192,3576908.857409701,18458964.859171707,1753933.3484805895
ptcorr_20to25_EE,10385801.51627444,129595.3867917426,2969922.3769055177,15031736.878185198,1373481.1875825406
ptcorr_25to35_EB1,10217465.246563613,127598.61164605567,3582901.1902074767,13578258.206934113,1557585.5509655112
ptcorr_25to35_EB2,7835298.1294806395,109531.19528965466,2866838.340694347,10196569.27314868,1105513.5459975158
ptcorr_25to35_EE,6657179.146944344,101354.55506893418,2457310.575344485,8621046.84026613,947682.184436128
ptcorr_35to50_EB1,6584268.663002125,95968.39058403861,3315878.8824563185,7783856.341963904,955135.2111584111
ptcorr_35to50_EB2,4898803.896013827,83744.17091533134,2539243.2292075786,5728023.860244856,711616.806102105
ptcorr_35to50_EE,3982940.345673588,74991.45005559798,2154580.54990222,4560916.587977534,540316.4176686855
ptcorr_50to100_EB1,2489930.5443908097,42518.90232854251,1847090.9602411739,2654512.2371863215,394550.93463140435
ptcorr_50to100_EB2,1846347.7721505563,36315.97348607379,1411298.256947383,1968938.5150314716,296330.24871315947
ptcorr_50to100_EE,1585979.9316134343,36584.945065587875,1186555.2829018808,1689154.8698033963,247937.9279602938
