epoch,objective,train_loss,train_accuracy,valid_loss,valid_accuracy,st_worker_timestamp,st_worker_time,st_worker_iter,st_decision,st_status,trial_id,config_signal,config_background,config_channel,config_model,config_optimizer,config_scheduler,config_initLR,config_nNodes,config_weight_decay,config_max_epochs,st_tuner_time
12,0.0006947793891387,0.0006785473855478,0.5257083333333333,0.0006910335421562,0.5241666666666667,1722251865.643191,776.0080280340044,11,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,796.768524354964
13,0.0006933025055343,0.0006770933898431,0.5304642857142857,0.0006895619403748,0.5286904761904762,1722251884.9418266,795.3066630290123,12,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,816.8229501089663
14,0.0006926427684724,0.0006760721259883,0.5334345238095238,0.000688818774053,0.5318095238095238,1722251900.2100348,810.5748715380323,13,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,831.8632187189651
15,0.0006919160830477,0.0006753592579847,0.5358571428571428,0.000688095277264,0.5336190476190477,1722251919.3060577,829.6708936420036,14,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,851.9339419790194
16,0.0006914684782425,0.0006747741131555,0.5374404761904762,0.0006876159324532,0.5354285714285715,1722251934.4265487,844.7913849110482,15,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,866.9719244029839
17,0.0006913542869545,0.000674890289704,0.537047619047619,0.0006875549029736,0.534047619047619,1722251953.376618,863.7414549050154,16,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,882.0344965239638
18,0.0006908025821759,0.0006739775304283,0.5391547619047619,0.0006869198779265,0.5362619047619047,1722251972.4508493,882.8156852200045,17,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,902.0838334430008
19,0.0006903457529133,0.00067356806958,0.5409940476190476,0.0006864739798364,0.5379047619047619,1722251987.5234451,897.8882823309978,18,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,917.2091034699696
20,0.0006889856387816,0.0006721324803573,0.5446666666666666,0.000685096448376,0.5415,1722252007.0315309,917.396367531037,19,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,937.2706246849848
21,0.0006878300847396,0.0006708464001615,0.5488630952380953,0.0006839107729139,0.5457380952380952,1722252022.0963104,932.4611466770292,20,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,952.4009518959792
22,0.0006876115331692,0.0006705121167358,0.5499345238095238,0.0006836655139923,0.5461666666666667,1722252041.494625,951.8594613520544,21,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,972.6049067489804
23,0.0006876350008306,0.0006704753892762,0.5487857142857143,0.0006836750904719,0.5453095238095238,1722252056.7078953,967.0727319490396,22,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,987.6543713529828
24,0.0006875372459845,0.0006703442494784,0.5492083333333333,0.0006835696314062,0.5452619047619047,1722252075.6111712,985.9760076310486,23,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,1007.7172001429716
25,0.0006873295096414,0.0006699454053526,0.5503809523809524,0.0006833177932671,0.5463095238095238,1722252092.051866,1002.4167026189972,24,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,1022.998795868014
26,0.0006868795548521,0.0006697038912347,0.5514880952380953,0.0006829159401711,0.5481666666666667,1722252111.424838,1021.7896743460442,25,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,1043.224526808015
27,0.0006861098002819,0.0006688741417158,0.5540535714285715,0.0006821323406128,0.551047619047619,1722252127.1098957,1037.4747316529974,26,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,1058.2852884220192
1,0.000705081543894,0.00068940865142,0.5068333333333334,0.0007014647225538,0.5046904761904762,1722252130.514009,1040.8788578219828,0,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0005425726497958,84,0.0047034525569565,81,1058.288992621994
1,0.0007070935869855,0.0006895492023655,0.4873630952380952,0.0007030448828424,0.4864047619047619,1722252132.7535815,1043.1184181499991,0,CONTINUE,InProgress,1,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,ReduceLROnPlateau,0.0003087467434011,48,0.0001732934151802,81,1063.3231446329737
28,0.0006855667318616,0.0006681550840536,0.5571904761904762,0.0006815486592905,0.553047619047619,1722252146.655696,1057.0205323530245,27,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,1078.329271988012
2,0.0007040047076131,0.0006881615870765,0.5103809523809524,0.0007003486028739,0.5072380952380953,1722252153.760542,1064.125390149013,1,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0005425726497958,84,0.0047034525569565,81,1083.7279209470144
2,0.0007064140073955,0.0006890334015091,0.4875773809523809,0.0007024030983448,0.487,1722252160.9063137,1071.2711502700113,1,CONTINUE,InProgress,1,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,ReduceLROnPlateau,0.0003087467434011,48,0.0001732934151802,81,1088.7377345539862
29,0.0006847485842094,0.000667098925582,0.5606071428571429,0.0006806755860646,0.5573809523809524,1722252163.5158277,1073.880664314027,28,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,1093.7399426890188
3,0.0007030659301295,0.0006875749716446,0.5131904761904762,0.000699491093556,0.5099523809523809,1722252176.5351508,1086.89999949903,2,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0005425726497958,84,0.0047034525569565,81,1108.79484348197
3,0.000706199126052,0.00068864236027,0.4899761904761904,0.0007021475647177,0.4889523809523809,1722252182.07931,1092.4441458889632,2,CONTINUE,InProgress,1,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,ReduceLROnPlateau,0.0003087467434011,48,0.0001732934151802,81,1113.8524919960182
30,0.0006844731785002,0.0006671169996261,0.5603511904761905,0.0006804679064523,0.5566428571428571,1722252185.957985,1096.3228216420391,29,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,1113.8525372620206
4,0.0007018246698947,0.0006858221647285,0.5156130952380953,0.0006981317840871,0.512095238095238,1722252198.5617316,1108.926579578023,3,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0005425726497958,84,0.0047034525569565,81,1128.8653233440127
4,0.0007055505252664,0.0006883002601209,0.4904702380952381,0.0007015696948482,0.4904285714285714,1722252200.3845973,1110.749433334975,3,CONTINUE,InProgress,1,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,ReduceLROnPlateau,0.0003087467434011,48,0.0001732934151802,81,1128.9023712229682
31,0.0006840881358654,0.0006663622724868,0.5625833333333333,0.0006799975520088,0.5583809523809524,1722252207.2816763,1117.6465126610128,30,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,1138.9577156460143
5,0.0007012389078026,0.0006855459113915,0.5164285714285715,0.0006976174470924,0.5130714285714286,1722252220.223782,1130.5886304170126,4,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0005425726497958,84,0.0047034525569565,81,1149.021594204998
5,0.0007051635791148,0.0006877067025218,0.4931071428571428,0.0007011350691318,0.492952380952381,1722252221.5315616,1131.8963982269634,4,STOP,InProgress,1,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,ReduceLROnPlateau,0.0003087467434011,48,0.0001732934151802,81,1154.0695999609889
32,0.0006842624626698,0.0006661643024001,0.5619940476190476,0.0006800859641461,0.5571904761904762,1722252223.6666937,1134.0315306230332,31,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,1154.071920329996
33,0.0006839689610614,0.0006661122551276,0.5626607142857143,0.000679848182769,0.5582142857142857,1722252243.4148967,1153.7797327740118,32,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,1174.5965125570074
6,0.0007017858920352,0.0006855559994777,0.5166190476190476,0.0006980405322143,0.5137619047619048,1722252243.574156,1153.9390039790303,5,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0005425726497958,84,0.0047034525569565,81,1174.602419273986
34,0.0006843743114244,0.0006664026904673,0.5606607142857143,0.0006802270142805,0.557,1722252259.3416152,1169.7064517200342,33,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,1189.6447278640117
7,0.000700644223321,0.0006843439227058,0.5181666666666667,0.0006968826154867,0.5148333333333334,1722252265.167919,1175.532767163997,6,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0005425726497958,84,0.0047034525569565,81,1194.7318470070022
35,0.0006839426259909,0.0006659992699112,0.5630833333333334,0.000679801851511,0.5593571428571429,1722252279.962368,1190.3272045270423,34,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,1209.7384951949934
8,0.0006998918690851,0.0006838089795339,0.5193928571428571,0.0006961804330348,0.5155,1722252282.1761315,1192.5409810140263,7,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0005425726497958,84,0.0047034525569565,81,1214.9387920529698
36,0.0006827238468896,0.0006647864821411,0.5678452380952381,0.0006785844550246,0.563,1722252295.7134268,1206.0782632260234,35,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,1224.9423298239708
9,0.0006996522234664,0.000683557302824,0.5204285714285715,0.0006959380110104,0.5169047619047619,1722252307.1065445,1217.471392026986,8,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0005425726497958,84,0.0047034525569565,81,1235.0173317659646
37,0.0006822444897677,0.0006640006718891,0.5693630952380953,0.0006780343779495,0.5644523809523809,1722252315.396548,1225.7613841730054,36,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,1245.0216709289816
10,0.0006992559413469,0.0006828163950925,0.5204642857142857,0.0006954621999036,0.5173571428571428,1722252329.467623,1239.832470479014,9,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0005425726497958,84,0.0047034525569565,81,1260.1545272339715
38,0.0006818744912033,0.0006635692559537,0.5709464285714285,0.0006776502061457,0.5653333333333334,1722252334.29537,1244.660206390021,37,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,1265.2846295270135
11,0.0006992547949155,0.0006828002177533,0.5210238095238096,0.0006954575848011,0.5172857142857142,1722252350.5434556,1260.908303475997,10,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0005425726497958,84,0.0047034525569565,81,1280.2928404029808
39,0.0006816681657873,0.0006637389209298,0.5714285714285714,0.0006775306477433,0.5658333333333333,1722252362.9279706,1273.2928069730406,38,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,1290.7684924330097
12,0.0006988074979611,0.0006827093547298,0.5214761904761904,0.0006950925418308,0.5184761904761904,1722252371.2949505,1281.6597981150262,11,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0005425726497958,84,0.0047034525569565,81,1301.0748134629685
1,0.0006997550923199,0.0006838453766845,0.5129702380952381,0.000696083619481,0.5142619047619048,1722252376.8179145,1287.1827620280092,0,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0001397105751928,32,5.712340362701765e-05,81,1307.4329361619891
40,0.0006814834882815,0.0006634010715144,0.5721011904761905,0.0006773106228737,0.5666190476190476,1722252383.5707972,1293.9356338950456,39,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,1312.4354071230046
13,0.0006990846984088,0.0006828125044703,0.5217380952380952,0.0006953295767307,0.5183571428571428,1722252393.1864083,1303.551256220031,12,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0005425726497958,84,0.0047034525569565,81,1322.536529705976
2,0.0006995288681416,0.0006835461883317,0.5130654761904762,0.0006958405574162,0.5152619047619048,1722252395.667654,1306.0325009250082,1,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0001397105751928,32,5.712340362701765e-05,81,1327.9631609719945
41,0.000681779843072,0.0006638660054831,0.5706309523809524,0.0006776458805515,0.5661428571428572,1722252405.247899,1315.6127353210468,40,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,1332.9844770469936
14,0.0006980438978189,0.000681268413152,0.5234702380952381,0.0006941726321265,0.5210238095238096,1722252414.1159024,1324.4807500049938,13,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0005425726497958,84,0.0047034525569565,81,1342.9889391050092
3,0.0006994182905625,0.0006832945414242,0.5136309523809524,0.0006956974253768,0.5145,1722252420.2808945,1330.6457409810391,2,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0001397105751928,32,5.712340362701765e-05,81,1348.0533172599971
42,0.000681787810652,0.0006634695678949,0.5718095238095238,0.0006775605238619,0.5665,1722252422.9122944,1333.277131011011,41,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,1353.055768614984
15,0.0006990026620172,0.0006822549274989,0.5227797619047619,0.0006951378002053,0.5206904761904761,1722252430.871812,1341.2366600030218,14,STOP,InProgress,2,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0005425726497958,84,0.0047034525569565,81,1363.0966883730143
4,0.0006993491314351,0.0006831790474908,0.5142083333333334,0.0006956175736018,0.5151904761904762,1722252441.9757156,1352.340563008038,3,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0001397105751928,32,5.712340362701765e-05,81,1374.239211269014
43,0.0006814912097085,0.0006633157368217,0.5725059523809524,0.0006772968698115,0.5670952380952381,1722252443.3033285,1353.668164991017,42,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,1374.244545170979
44,0.0006806456458355,0.0006626540653052,0.5754940476190477,0.0006764937426362,0.5701666666666667,1722252459.0272195,1369.39205559704,43,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,1389.2993095159763
5,0.0006991643629258,0.0006833019160798,0.5142857142857142,0.000695503798269,0.5155714285714286,1722252461.2231295,1371.5879767000442,4,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0001397105751928,32,5.712340362701765e-05,81,1389.3051877749967
45,0.0006805557073936,0.0006622617007011,0.5754761904761905,0.0006763340135415,0.5699047619047619,1722252479.29846,1389.6632968330523,44,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,1409.3599984939792
6,0.00069881646289,0.0006829380474629,0.514375,0.000695152213176,0.516547619047619,1722252486.549167,1396.9140136780334,5,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0001397105751928,32,5.712340362701765e-05,81,1414.417619200016
46,0.0006802965026171,0.0006620555729383,0.57675,0.0006760870573066,0.5721428571428572,1722252500.306439,1410.6712755540502,45,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,1429.4243041810114
7,0.0006986516244709,0.0006827344429634,0.5158809523809523,0.0006949784287384,0.5176666666666667,1722252506.4472334,1416.8120803990168,6,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0001397105751928,32,5.712340362701765e-05,81,1435.4835551659926
1,0.0007090212360379,0.0006938738663281,0.507095238095238,0.0007055256891818,0.5091904761904762,1722252507.4872303,1417.8520780639956,0,CONTINUE,InProgress,9,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0008769342967815,124,0.0010590637436555,81,1435.4835878869635
47,0.0006794358388299,0.0006608744107541,0.5798928571428571,0.0006751524323508,0.5752619047619048,1722252516.724572,1427.0894084850445,46,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,1445.4879334649886
8,0.0006985729003591,0.0006825785981047,0.516125,0.0006948819075311,0.5181428571428571,1722252522.7437603,1433.1086073240149,7,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0001397105751928,32,5.712340362701765e-05,81,1450.5891020889976
2,0.0007076009223148,0.00069237588346,0.5088869047619048,0.0007040874518099,0.5113809523809524,1722252532.2633047,1442.6281512929709,1,CONTINUE,InProgress,9,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0008769342967815,124,0.0010590637436555,81,1460.593839805981
1,0.000645964860171,0.0006287750654986,0.6426666666666667,0.0006419979844774,0.6415952380952381,1722252535.4764397,289.3293713959865,0,CONTINUE,InProgress,12,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,CyclicLR,0.0016345272194233,92,0.00531653474872,81,1466.1754111119662
9,0.000698771673299,0.0006829439784799,0.5156964285714286,0.0006951191283407,0.5174047619047619,1722252542.4768424,1452.8416887689964,8,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0001397105751928,32,5.712340362701765e-05,81,1471.2021939189872
48,0.0006801331486375,0.0006615284173971,0.5777380952380953,0.0006758397491205,0.5731428571428572,1722252547.5153325,1457.8801687740488,47,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,1476.2040797459777
3,0.0007064373458425,0.0006915669292211,0.5104345238095238,0.0007030057112375,0.5121666666666667,1722252557.4312446,1467.796091659984,2,CONTINUE,InProgress,9,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0008769342967815,124,0.0010590637436555,81,1486.3211503329803
10,0.000698567211557,0.0006826404056378,0.5159702380952381,0.0006948917948064,0.517547619047619,1722252563.821745,1474.186591093021,9,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0001397105751928,32,5.712340362701765e-05,81,1496.3247917499975
49,0.0006795313814566,0.0006609238648698,0.5790654761904762,0.0006752373391673,0.5747619047619048,1722252565.2702656,1475.6351022380404,48,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,1496.364459171018
2,0.0006623568505758,0.0006462479709159,0.5952083333333333,0.0006586394168081,0.5957857142857143,1722252573.6385767,327.49150762998033,1,CONTINUE,InProgress,12,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,CyclicLR,0.0016345272194233,92,0.00531653474872,81,1501.5527163560037
50,0.0006798129695866,0.0006611694519718,0.5789464285714285,0.0006755106193678,0.5744761904761905,1722252586.968981,1497.333817375009,49,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,1516.56705557002
11,0.0006982150020343,0.0006822692304849,0.5174702380952381,0.0006945352085999,0.519452380952381,1722252587.7720494,1498.1368956069928,10,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0001397105751928,32,5.712340362701765e-05,81,1516.573958915018
4,0.0007059411642806,0.0006903485095217,0.5116309523809524,0.0007023428593363,0.5133809523809524,1722252592.2222738,1502.587121472985,3,CONTINUE,InProgress,9,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0008769342967815,124,0.0010590637436555,81,1521.6063031639787
3,0.0007586574600211,0.0007434631291599,0.4991964285714286,0.0007551510759762,0.5003571428571428,1722252597.5161948,351.3691264680237,2,CONTINUE,InProgress,12,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,CyclicLR,0.0016345272194233,92,0.00531653474872,81,1526.608036854013
51,0.0006793665239498,0.0006605463247923,0.5806904761904762,0.0006750234010673,0.5758809523809524,1722252605.5048256,1515.8696623250144,50,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,CyclicLR,0.000879036511675,60,0.0082992382450912,81,1536.6123508709716
12,0.0006981324371127,0.0006822001628932,0.517327380952381,0.0006944557584467,0.5189761904761905,1722252610.84622,1521.2110666650117,11,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0001397105751928,32,5.712340362701765e-05,81,1541.926842994988
