epoch,objective,train_loss,train_accuracy,valid_loss,valid_accuracy,st_worker_timestamp,st_worker_time,st_worker_iter,st_decision,st_status,trial_id,config_signal,config_background,config_channel,config_model,config_optimizer,config_scheduler,config_initLR,config_nNodes,config_weight_decay,config_max_epochs,config_penalty,st_tuner_time
1,0.0008281850791758,0.0007867955916694,0.5009821428571428,0.0008033513866719,0.4998095238095238,1722364505.324829,330.3161922789877,0,CONTINUE,InProgress,4,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,RMSprop,CyclicLR,0.0048706531233723,108,0.003530983802781,81,1.5,353.2829595989897
2,0.0008286894409074,0.0007984530680945,0.4990178571428571,0.0008105476172197,0.5001904761904762,1722364524.6028898,349.59425256500253,1,CONTINUE,InProgress,4,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,RMSprop,CyclicLR,0.0048706531233723,108,0.003530983802781,81,1.5,373.3901195070357
3,0.00084084884166,0.0007975828899514,0.5009821428571428,0.0008148892706348,0.4998095238095238,1722364547.5463233,372.53768642497016,2,CONTINUE,InProgress,4,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,RMSprop,CyclicLR,0.0048706531233723,108,0.003530983802781,81,1.5,393.9303670380032
1,0.0006560639824186,0.0006166747709115,0.6525178571428571,0.0006324304555143,0.6504047619047619,1722364566.7814014,391.7727604830288,0,CONTINUE,InProgress,1,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,ReduceLROnPlateau,0.000364220716814,80,0.0044044256032174,81,1.5,413.97335130901774
4,0.0007458002366835,0.0007081450475823,0.5097738095238096,0.0007232071232228,0.5077380952380952,1722364570.3188472,395.31021044496447,3,CONTINUE,InProgress,4,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,RMSprop,CyclicLR,0.0048706531233723,108,0.003530983802781,81,1.5,419.0044452759903
2,0.0006444250625513,0.000605826582937,0.6642619047619047,0.0006212659747827,0.6652380952380952,1722364583.6180828,408.6094414209947,1,CONTINUE,InProgress,1,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,ReduceLROnPlateau,0.000364220716814,80,0.0044044256032174,81,1.5,429.0082793569891
5,0.0008293486042391,0.0007997852201972,0.4990178571428571,0.000811610573814,0.5001904761904762,1722364590.5984633,415.5898265250144,4,CONTINUE,InProgress,4,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,RMSprop,CyclicLR,0.0048706531233723,108,0.003530983802781,81,1.5,439.1637898029876
1,0.0006821316624326,0.0006453006299478,0.6155833333333334,0.0006600330429417,0.6144285714285714,1722364598.1326797,423.1240330769797,0,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,RMSprop,CyclicLR,0.0001041567356809,52,0.0069173153451344,81,1.5,444.1650471070316
3,0.0006389085347098,0.0005987411428775,0.6742261904761905,0.0006148080996104,0.6732857142857143,1722364605.3583784,430.3497371299891,2,CONTINUE,InProgress,1,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,ReduceLROnPlateau,0.000364220716814,80,0.0044044256032174,81,1.5,454.1928756590351
6,0.0006925268607834,0.0006581627048906,0.5900714285714286,0.0006719083672478,0.5888809523809524,1722364612.4046843,437.3960477070068,5,CONTINUE,InProgress,4,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,RMSprop,CyclicLR,0.0048706531233723,108,0.003530983802781,81,1.5,459.1946800160222
