epoch,objective,train_loss,train_accuracy,valid_loss,valid_accuracy,st_worker_timestamp,st_worker_time,st_worker_iter,st_decision,st_status,trial_id,config_signal,config_background,config_channel,config_model,config_optimizer,config_scheduler,config_initLR,config_nNodes,config_weight_decay,config_max_epochs,config_penalty,st_tuner_time
1,0.0007129413180408,0.0006875973705734,0.5096428571428572,0.0007002693443071,0.5062857142857143,1724526371.974651,247.4294376039761,0,CONTINUE,InProgress,1,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,CyclicLR,0.0040989022852034,120,0.0053404060252418,81,1.0,285.27002855500905
1,0.0007189573727193,0.0006903790068768,0.5030178571428572,0.000704668189798,0.4994047619047619,1724526374.0112534,249.4663980680052,0,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adadelta,ReduceLROnPlateau,0.0025082568294498,100,3.305473953086045e-05,81,1.0,285.27843947400106
1,0.0007155576632136,0.0006904600915454,0.4826369047619047,0.0007030088773795,0.4807857142857142,1724526374.3012984,249.75751813699023,0,CONTINUE,InProgress,6,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ExponentialLR,0.0002973235834501,48,7.777489929536123e-05,81,1.0,285.27853043802315
1,0.0007211981518637,0.0006944366789289,0.4769345238095238,0.0007078174153963,0.4748809523809524,1724526374.427003,249.8814008610207,0,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0006015978580583,128,3.252895232867419e-05,81,1.0,285.27858984598424
1,0.0006884195786856,0.0006583320317523,0.5859404761904762,0.000673375805219,0.5841428571428572,1724526374.8313446,250.2874450039817,0,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0001898680395309,84,0.0092825272973266,81,1.0,285.27863679098664
1,0.0006399640394818,0.0006116438383857,0.6594880952380953,0.0006258039389337,0.655952380952381,1724526375.0086732,250.46371202298903,0,CONTINUE,InProgress,4,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,CyclicLR,0.0081529359110865,44,1.6806754195006887e-05,81,1.0,285.2786821930204
1,0.0007090124221784,0.0006850723578106,0.5177738095238095,0.0006970423899945,0.5138095238095238,1724526375.6590974,251.11440444702748,0,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0006381357046086,56,0.0011407099987388,81,1.0,285.2787239670288
1,0.0006344895746026,0.0006069164716062,0.6651547619047619,0.0006207030231044,0.6641666666666667,1724526375.8209422,251.27621204499155,0,CONTINUE,InProgress,7,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,ExponentialLR,0.000132227371685,120,0.0034207767087439,81,1.0,285.278800013999
1,0.0006906088984438,0.000668147913402,0.5625,0.0006793784059229,0.564047619047619,1724526375.9700627,251.42534190102012,0,CONTINUE,InProgress,5,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,CyclicLR,0.0001077180142809,108,1.568832742215776e-05,81,1.0,285.27884328801883
1,0.0006794954183555,0.0006516932376793,0.6123928571428572,0.0006655943280174,0.6135714285714285,1724526377.7820194,251.80214733997127,0,CONTINUE,InProgress,9,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,ReduceLROnPlateau,0.0001510066873039,112,0.0005095166799649,81,1.0,290.3269560250337
1,0.0006532274229185,0.0006286803114981,0.6334761904761905,0.0006409538672083,0.6337619047619047,1724526377.899043,253.3558396109729,0,CONTINUE,InProgress,0,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,ExponentialLR,0.001,32,0.0003162277660168,81,1.0,290.32706183800474
