epoch,objective,train_loss,train_accuracy,valid_loss,valid_accuracy,st_worker_timestamp,st_worker_time,st_worker_iter,st_decision,st_status,trial_id,config_signal,config_background,config_channel,config_model,config_optimizer,config_scheduler,config_initLR,config_nNodes,config_weight_decay,config_max_epochs,config_penalty,st_tuner_time
12,0.0006599724101168,0.0006142081884401,0.6571309523809524,0.000629462928999,0.6549047619047619,1722372005.590809,606.0589227880118,11,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,628.6302636599867
13,0.0006547827543247,0.0006100327780558,0.6624464285714285,0.0006249494368121,0.6611190476190476,1722372024.4026616,624.8707752129994,12,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,643.6958686069702
14,0.0006509262621402,0.0006067634735788,0.6659107142857142,0.0006214844030993,0.6655714285714286,1722372040.1000342,640.5681482289801,13,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,659.2245587059879
1,0.0007343055137566,0.0006950320920773,0.4809583333333333,0.0007081232326371,0.4797142857142857,1722372048.32189,162.30665952601703,0,CONTINUE,InProgress,12,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0001249417465938,88,2.7501291638285583e-05,81,2.0,670.1283021129784
15,0.0006497744265056,0.0006060882132677,0.6666309523809524,0.000620650284347,0.6656190476190477,1722372060.3816345,660.8497481609811,14,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,680.2822293939535
2,0.0007329219714516,0.0006937420939405,0.4826190476190476,0.0007068020531109,0.4810238095238095,1722372067.778496,181.7632643660181,1,CONTINUE,InProgress,12,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0001249417465938,88,2.7501291638285583e-05,81,2.0,690.3215623269789
16,0.0006478518432094,0.0006039898047844,0.6683095238095238,0.0006186104842594,0.6679285714285714,1722372075.5727465,676.0408601150266,15,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,695.323616449954
3,0.0007321244215681,0.0006929411189187,0.4852083333333333,0.0007060022198018,0.4834523809523809,1722372090.653643,204.6384113620152,2,CONTINUE,InProgress,12,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0001249417465938,88,2.7501291638285583e-05,81,2.0,710.4451454749797
17,0.0006476188479434,0.000603811355219,0.6686309523809524,0.0006184138527938,0.6676428571428571,1722372095.3815122,695.8496257350198,16,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,715.8552707009949
4,0.0007303231025025,0.0006913606095172,0.4901071428571428,0.000704348107179,0.4880952380952381,1722372114.0653,228.05006873200185,3,CONTINUE,InProgress,12,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0001249417465938,88,2.7501291638285583e-05,81,2.0,735.8708028699621
18,0.0006451012846969,0.0006020198542447,0.6719940476190476,0.0006163803310621,0.6714761904761904,1722372114.7812514,715.2493651559926,17,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,735.8826083070016
19,0.0006421324114004,0.0005994634046441,0.6750119047619048,0.0006136864068962,0.6739761904761905,1722372130.0483203,730.5164345490048,18,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,750.9206664699595
5,0.0007297820959772,0.0006900980068104,0.4924285714285714,0.0007033260365327,0.4905952380952381,1722372134.8583434,248.84311213099863,4,STOP,InProgress,12,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adadelta,ReduceLROnPlateau,0.0001249417465938,88,2.7501291638285583e-05,81,2.0,756.2448805409949
20,0.00063984327444,0.0005973114232931,0.6775892857142857,0.0006114887070088,0.6772619047619047,1722372149.781531,750.2496449699975,19,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,771.6409101290046
21,0.0006363588621218,0.0005946446930368,0.6806845238095238,0.0006085494160652,0.680952380952381,1722372164.4064822,764.8745957090287,20,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,787.4592010259512
22,0.0006353233747539,0.0005929765704841,0.6833511904761905,0.0006070921719074,0.6837619047619048,1722372184.0154583,784.4835717690294,21,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,802.5218605749542
23,0.0006329056010359,0.0005909937542109,0.6854821428571428,0.0006049643698192,0.6855714285714286,1722372200.674748,801.1428613209864,22,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,822.5760977619793
24,0.0006317752230735,0.0005913041290782,0.6856369047619048,0.0006047944937433,0.6853095238095238,1722372219.2792585,819.7473721900024,23,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,837.6656352909631
25,0.0006321326969634,0.0005900493984421,0.6867083333333334,0.0006040771646159,0.6859761904761905,1722372233.7641532,834.2322668980341,24,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,854.1910865159589
26,0.0006314700068462,0.0005896914072689,0.6869464285714286,0.000603617607128,0.6874761904761905,1722372252.3237622,852.7918760050088,25,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,874.2391008589766
27,0.0006307606533879,0.0005896562504626,0.6875357142857143,0.0006033577181044,0.6877619047619048,1722372266.7355747,867.2036882080138,26,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,885.635759347002
28,0.0006262340481792,0.000586352753852,0.6908452380952381,0.0005996465186278,0.6910714285714286,1722372285.3726149,885.840728731011,27,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,905.6840345129604
29,0.000625159453778,0.0005858402727615,0.6918511904761905,0.0005989466664336,0.6925476190476191,1722372300.1995895,900.6677029720158,28,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,920.7197333649964
30,0.0006248242798305,0.000584885942794,0.6928095238095238,0.0005981987218062,0.6927142857142857,1722372318.7843492,919.2524627739912,29,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,941.6436052009813
1,0.000668540912015,0.0006227013766765,0.643797619047619,0.0006379812217894,0.642,1722372320.8079574,164.3223263709806,0,CONTINUE,InProgress,13,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,CyclicLR,0.0060309226085882,36,8.076864893446969e-05,81,2.0,941.7325023509912
2,0.0006379197977838,0.00059592026614,0.6811071428571429,0.0006099201100213,0.6788333333333333,1722372337.1233785,180.63774702697992,1,CONTINUE,InProgress,13,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,CyclicLR,0.0060309226085882,36,8.076864893446969e-05,81,2.0,956.7819236439536
31,0.0006235161643652,0.0005835447286566,0.694,0.0005968685405594,0.6938333333333333,1722372337.5626292,938.0307427939842,30,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,956.7840493329568
32,0.0006225546491997,0.0005830656747732,0.6943869047619048,0.0005962286662487,0.6937142857142857,1722372352.4234843,952.8915979940213,31,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,971.8263993790024
3,0.0006345318151371,0.0005898780279925,0.6854166666666667,0.0006047626237074,0.6822380952380952,1722372357.0145586,200.52892738196533,2,CONTINUE,InProgress,13,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,CyclicLR,0.0060309226085882,36,8.076864893446969e-05,81,2.0,976.902336900006
33,0.0006231050462949,0.000583193746351,0.6949285714285715,0.000596497512999,0.6939285714285715,1722372371.0580628,971.5261765419856,32,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,991.9101507479792
4,0.0006284144471089,0.0005888668110682,0.6893988095238095,0.0006020493564151,0.6859761904761905,1722372375.8543243,219.36869302397827,3,CONTINUE,InProgress,13,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,CyclicLR,0.0060309226085882,36,8.076864893446969e-05,81,2.0,996.9450962779812
34,0.0006224597855692,0.0005822403328049,0.696,0.0005956468170597,0.6960714285714286,1722372386.1664383,986.6345520020112,33,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,1006.948725937982
5,0.0006653998061305,0.0006195177801308,0.6567321428571429,0.0006348117887973,0.6561904761904762,1722372394.7021148,238.2164835759904,4,CONTINUE,InProgress,13,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,CyclicLR,0.0060309226085882,36,8.076864893446969e-05,81,2.0,1017.7704467899748
35,0.000621544343375,0.0005826243889473,0.6958035714285714,0.0005955977070899,0.696047619047619,1722372404.9906888,1005.4588022539974,34,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,1027.7756389239803
6,0.0006206752487591,0.0005799237745148,0.69975,0.0005935075992629,0.6988809523809524,1722372413.492152,257.0065206719446,5,CONTINUE,InProgress,13,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,CyclicLR,0.0060309226085882,36,8.076864893446969e-05,81,2.0,1032.9583763179835
36,0.0006196855909767,0.0005814310202286,0.6979285714285715,0.0005941825438113,0.6968571428571428,1722372420.0172234,1020.4853371430072,35,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,1042.9628468179726
7,0.0006150163277274,0.0005743326335435,0.7065892857142857,0.0005878938649381,0.7019285714285715,1722372435.2485192,278.7628880189732,6,CONTINUE,InProgress,13,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,CyclicLR,0.0060309226085882,36,8.076864893446969e-05,81,2.0,1058.2751070199884
37,0.0006180435532615,0.0005791658319178,0.6995238095238095,0.0005921250723657,0.7009047619047619,1722372438.7206466,1039.1887606559903,36,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,1058.5197477059555
8,0.0006163783875249,0.0005769666011134,0.7009821428571429,0.0005901038632506,0.6995,1722372452.1773362,295.6917050529737,7,CONTINUE,InProgress,13,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,CyclicLR,0.0060309226085882,36,8.076864893446969e-05,81,2.0,1073.8875997479772
38,0.0006187944603817,0.0005799672252365,0.6990833333333333,0.0005929096369516,0.6993333333333334,1722372453.906206,1054.3743194530252,37,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,1073.903438358975
39,0.0006177284724655,0.0005800509257685,0.7001011904761905,0.0005926101080008,0.6998333333333333,1722372472.5027454,1072.9708588070353,38,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,1095.4297644830076
9,0.0006071220139662,0.0005660430377437,0.7156190476190476,0.0005797360298179,0.7126666666666667,1722372477.192366,320.70673429896124,8,CONTINUE,InProgress,13,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,CyclicLR,0.0060309226085882,36,8.076864893446969e-05,81,2.0,1095.6911023959983
40,0.0006176808909291,0.0005782472317417,0.7010357142857143,0.0005913917848042,0.7011428571428572,1722372487.3737054,1087.8418191029923,39,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,1105.7322480629664
10,0.0006325877372707,0.000593501211277,0.6770119047619048,0.0006065300532749,0.6737857142857143,1722372499.929461,343.44382930896245,9,CONTINUE,InProgress,13,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,CyclicLR,0.0060309226085882,36,8.076864893446969e-05,81,2.0,1120.7464033849535
41,0.0006167948742707,0.0005782055521295,0.7014166666666667,0.0005910686595099,0.701595238095238,1722372506.209106,1106.677219522011,40,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,1125.914112694969
11,0.0006122055791673,0.0005713239624386,0.7089464285714285,0.0005849511680148,0.7077857142857142,1722372519.5464594,363.0608282929752,10,CONTINUE,InProgress,13,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,CyclicLR,0.0060309226085882,36,8.076864893446969e-05,81,2.0,1140.9202780060004
42,0.0006166223365636,0.0005782898476436,0.7011190476190476,0.0005910673439502,0.7014523809523809,1722372521.2791817,1121.747295607987,41,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,1140.9234802679855
43,0.000616259327247,0.000578065557494,0.7020238095238095,0.0005907968140783,0.7020952380952381,1722372540.21956,1140.6876738209976,42,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,1160.9980288469817
12,0.0006444692327862,0.0006081778208414,0.6710297619047619,0.0006202749581564,0.6687857142857143,1722372544.1329834,387.6473518869607,11,CONTINUE,InProgress,13,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,CyclicLR,0.0060309226085882,36,8.076864893446969e-05,81,2.0,1166.1556461209548
44,0.0006144882078681,0.0005754833338516,0.7048035714285714,0.0005884849585237,0.7054047619047619,1722372555.5105274,1155.9786409229855,43,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,1176.1603811399546
13,0.0006199935582422,0.0005774027155268,0.7029583333333334,0.0005915996630986,0.7016904761904762,1722372565.1977282,408.7120965409558,12,CONTINUE,InProgress,13,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,CyclicLR,0.0060309226085882,36,8.076864893446969e-05,81,2.0,1186.2462255790017
45,0.0006162499380963,0.0005757644059402,0.7043809523809523,0.0005892595833256,0.7027380952380953,1722372574.1529975,1174.6211114340113,44,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,1196.358109795954
14,0.0006319492416722,0.0005890913052218,0.6898630952380952,0.0006033772840386,0.6886190476190476,1722372588.279633,431.794001991977,13,CONTINUE,InProgress,13,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,CyclicLR,0.0060309226085882,36,8.076864893446969e-05,81,2.0,1206.471657074988
46,0.0006131243372247,0.0005743085035965,0.706,0.0005872471148059,0.7050952380952381,1722372592.7109494,1193.1790626790023,45,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,1211.473200190987
15,0.0006120462438889,0.0005705874147159,0.7101607142857143,0.0005844070244403,0.7108333333333333,1722372604.002957,447.5173255019472,14,CONTINUE,InProgress,13,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,CyclicLR,0.0060309226085882,36,8.076864893446969e-05,81,2.0,1226.7943663909682
47,0.0006120011487177,0.0005742376606379,0.7066607142857143,0.0005868254899978,0.706595238095238,1722372607.840526,1208.3086397550069,46,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,1226.799205416988
16,0.0006100519562051,0.0005634710785178,0.7176190476190476,0.0005789980377469,0.7117857142857142,1722372623.3474953,466.8618636799511,15,CONTINUE,InProgress,13,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,CyclicLR,0.0060309226085882,36,8.076864893446969e-05,81,2.0,1241.9598954989924
48,0.0006115165154139,0.0005736822351103,0.7076964285714286,0.0005862936618782,0.7076428571428571,1722372627.15063,1227.6187434599851,47,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,1247.0981065149535
17,0.0006196304708719,0.0005737906790205,0.7028154761904762,0.0005890706096376,0.6992380952380952,1722372642.1895416,485.7039098799578,16,CONTINUE,InProgress,13,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,CyclicLR,0.0060309226085882,36,8.076864893446969e-05,81,2.0,1263.4092456399812
49,0.000611307054758,0.0005729330394949,0.708297619047619,0.0005857243779159,0.7079761904761904,1722372643.5108297,1243.9789430510136,48,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,1263.4380866809515
18,0.0006098386219569,0.0005681008760418,0.7125297619047619,0.0005820134580135,0.7093095238095238,1722372661.3304174,504.844785595953,17,CONTINUE,InProgress,13,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,CyclicLR,0.0060309226085882,36,8.076864893446969e-05,81,2.0,1283.5046816169634
50,0.0006104603289138,0.0005718231963969,0.7093035714285715,0.0005847022405692,0.7081428571428572,1722372663.5476892,1264.015802777023,49,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,1284.7745309839956
51,0.0006091011081423,0.0005716160046202,0.7105654761904762,0.0005841110391276,0.7089047619047619,1722372678.2011356,1278.6692492599832,50,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,1300.8902721149498
19,0.0006194527539468,0.0005761267986325,0.7046071428571429,0.0005905687837373,0.699595238095238,1722372679.643309,523.1576774149435,18,CONTINUE,InProgress,13,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,CyclicLR,0.0060309226085882,36,8.076864893446969e-05,81,2.0,1301.6114149949865
52,0.0006118011793919,0.0005717866197228,0.7078333333333333,0.0005851248062792,0.7069047619047619,1722372697.050217,1297.5183305370156,51,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,1318.0869255409923
20,0.0006142436904566,0.0005758435683591,0.7033809523809523,0.0005886436090582,0.7011190476190476,1722372698.2866385,541.8010070799501,19,CONTINUE,InProgress,13,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,CyclicLR,0.0060309226085882,36,8.076864893446969e-05,81,2.0,1318.3803199929534
53,0.0006111605209963,0.0005708775733198,0.7090773809523809,0.0005843052225453,0.7088095238095238,1722372712.2941325,1312.7622468310292,52,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,1333.454679574992
21,0.0006445244380405,0.0005943939132349,0.6843809523809524,0.0006111040881701,0.6801190476190476,1722372717.2438312,560.7581996639492,20,CONTINUE,InProgress,13,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,CyclicLR,0.0060309226085882,36,8.076864893446969e-05,81,2.0,1338.521596320963
54,0.0006086866188616,0.0005698482238111,0.7108988095238096,0.0005827943554946,0.7102619047619048,1722372731.5020354,1331.970149210014,53,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,1353.529861878953
22,0.0006188882191975,0.0005773693457955,0.7008154761904762,0.0005912089702628,0.6987857142857142,1722372732.5849168,576.0992850579787,21,CONTINUE,InProgress,13,MHc-130_MA-90,ttZ,Combined,ParticleNetV2,Adam,CyclicLR,0.0060309226085882,36,8.076864893446969e-05,81,2.0,1353.7347036229912
1,0.0006822080484458,0.0006358584484883,0.6272440476190476,0.0006513083151408,0.6253095238095238,1722372740.3815544,1340.8930171069806,0,CONTINUE,InProgress,8,MHc-130_MA-90,ttZ,Combined,ParticleNet,RMSprop,CyclicLR,0.0002193687379858,52,0.000108119451158,81,2.0,1359.1946263680002
55,0.0006095889934471,0.0005712945120675,0.7094345238095238,0.000584059339194,0.7092857142857143,1722372746.680135,1347.1482483830189,54,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,ParticleNet,Adam,CyclicLR,0.0002508467454392,36,3.334287827019168e-05,81,2.0,1369.2066693429952
