,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_15to20_EB1,9277000.633343734,82007.77587024563,2097788.6809868254,17886242.689499225,1492251.1042360296
ptcorr_15to20_EB2,6366877.513452159,66158.85560059128,1466694.6296625996,12115012.800967172,1014124.6996155533
ptcorr_15to20_EE,6290796.404314265,65943.4811702402,1539278.673301721,11463343.447708793,957278.3769261485
ptcorr_20to25_EB1,6001096.830928436,64436.379207349484,1433297.1579519687,10462117.082510984,856805.6150023415
ptcorr_20to25_EB2,4318403.184384845,54283.62230289582,1153924.377452838,7372904.217209602,596076.8321441594
ptcorr_20to25_EE,4107341.4900795883,52914.48684415331,1124835.1896123458,6711657.667178936,557520.1546633252
ptcorr_25to35_EB1,3436532.715360858,47637.00573279819,1089025.8340801501,4980077.544142431,499237.10376574355
ptcorr_25to35_EB2,2737918.741992779,42427.41572741069,931705.8521740597,3932333.3919697674,369639.69108447724
ptcorr_25to35_EE,2868758.005294888,43210.37112375772,1036204.9870423042,4037880.2435412547,367774.8464887799
ptcorr_35to50_EB1,2370305.871537206,37598.06646211356,1129703.3140398555,2912686.493885346,364381.09104317595
ptcorr_35to50_EB2,1804551.7891006311,32163.87925490881,883703.0853470723,2221580.5343309566,246579.79390393788
ptcorr_35to50_EE,1650445.7161885325,30534.86763355757,833184.4856502075,1989200.205452906,222001.106716425
ptcorr_50to100_EB1,925741.1045107341,17615.268539177898,669973.0570165645,1001949.5052826247,149720.5869134072
ptcorr_50to100_EB2,706814.5180040265,14990.129673195432,535328.4631513039,767052.9859251179,104694.02678225651
ptcorr_50to100_EE,645309.1408313147,14400.73987621038,469896.5068120858,701982.4204249304,92275.23841431263
