,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_15to20_EB1,482.206862215941,4.890907821424454,330.2882700434055,527.7428470779314,307.23535687201183
ptcorr_15to20_EB2,276.1430301172733,3.6231969673373583,186.71175717546845,303.61655401482545,176.56940221764236
ptcorr_15to20_EE,245.2104989247973,3.4339750441370662,164.77309405355936,271.2258748612055,159.4210364958445
ptcorr_20to25_EB1,427.654293803583,4.550933928943725,290.32659935896663,466.0904425169596,283.4978209339719
ptcorr_20to25_EB2,265.4702477773171,3.566140549486177,178.75626492451482,291.5253631591977,173.36376079077866
ptcorr_20to25_EE,208.20227593868896,3.172526919873019,141.45429101721965,228.85806246222677,136.24989960838934
ptcorr_25to35_EB1,793.3765955113362,6.123256179514813,540.1446978576311,861.6054994566567,536.4869004365025
ptcorr_25to35_EB2,452.22414448266267,4.647710468629982,307.244373996763,494.65818653205747,302.2874040608208
ptcorr_25to35_EE,337.9337593038636,3.987450350813739,225.48874077293158,372.48247682808005,221.09130104948423
ptcorr_35to50_EB1,949.7515554686051,6.7135878692630655,657.8827454310855,1027.9484869747603,648.6011806255827
ptcorr_35to50_EB2,559.6488926371204,5.177378566753306,383.8979513796552,608.0182906248297,376.2059419544339
ptcorr_35to50_EE,342.5135042302847,3.999447928471672,227.2968620093567,377.89865118506634,221.70958368287282
ptcorr_50to100_EB1,1167.482874182437,7.53284048401948,860.4034100023131,1249.1023454981544,793.5729785166108
ptcorr_50to100_EB2,656.9486261449025,5.653951345362427,479.4766428961227,705.99237659127,432.84763036143846
ptcorr_50to100_EE,368.6590667149296,4.209224174493913,262.67979699009095,403.0887289141209,224.1576644546406
