,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_15to20_EB1,257.73181739256853,3.274072904732076,173.5826176266437,285.8460692895743,160.88410077552936
ptcorr_15to20_EB2,159.23098428054692,2.5130666481976958,107.29589346647185,177.65569014248058,100.56842553668356
ptcorr_15to20_EE,154.25547399233264,2.4790885280361015,104.32325843581415,171.91363279666626,96.5014021178447
ptcorr_20to25_EB1,252.1345673753251,3.171378331763434,169.67713080332697,281.70806743226353,163.35369869599654
ptcorr_20to25_EB2,163.22333415841433,2.5439829717845153,108.09850297441656,181.93931509318259,105.7878889996254
ptcorr_20to25_EE,156.12671168037227,2.511288841346655,103.87316043346064,173.90535425060924,101.06372959447873
ptcorr_25to35_EB1,472.3473739801758,4.3400933367575085,306.54090978794136,525.9238838050444,336.2742656613854
ptcorr_25to35_EB2,316.2844571863239,3.5494937713934642,209.4258584382734,351.850710968683,225.28485334803293
ptcorr_25to35_EE,278.6846027138201,3.322235983187167,178.3757136824776,312.8974771418505,190.13861308075724
ptcorr_35to50_EB1,604.1841860732937,4.94586658785187,388.8411888242447,666.3818224296185,446.6589167920443
ptcorr_35to50_EB2,403.8196033004241,4.040834575585709,262.1838458272125,446.6618942896203,295.24335846709835
ptcorr_35to50_EE,313.82008611716043,3.532634535186492,199.22276711801854,350.78590561093023,214.8854757812693
ptcorr_50to100_EB1,757.8788659944271,5.551946386602612,505.99662905013196,825.9835535956583,552.7592454050268
ptcorr_50to100_EB2,489.3253488115192,4.455420553719796,328.8746184638002,533.5422846292963,348.35810966590475
ptcorr_50to100_EE,342.9472155590922,3.716268992919319,222.33081074457027,379.6567305491469,226.27402935156732
