,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_15to20_EB1,1008.0,31.74901573277509,177.0,2162.0,174.0
ptcorr_15to20_EB2,702.0,26.49528259898354,137.0,1483.0,107.0
ptcorr_15to20_EE,1124.0,33.52610922848042,220.0,2352.0,106.0
ptcorr_20to25_EB1,827.0,28.75760768909681,160.0,1585.0,138.0
ptcorr_20to25_EB2,674.0,25.96150997149434,125.0,1353.0,110.0
ptcorr_20to25_EE,1356.0,36.823905279043935,273.0,2510.0,178.0
ptcorr_25to35_EB1,904.0,30.066592756745816,194.0,1476.0,239.0
ptcorr_25to35_EB2,867.0,29.444863728670914,199.0,1349.0,212.0
ptcorr_25to35_EE,1940.0,44.04543109109048,456.0,3117.0,294.0
ptcorr_35to50_EB1,1272.0,35.66510900025401,454.0,1640.0,311.0
ptcorr_35to50_EB2,1351.0,36.75595189897821,501.0,1712.0,255.0
ptcorr_35to50_EE,3469.0,58.89821729050889,1338.0,4429.0,396.0
ptcorr_50to100_EB1,605.0,24.596747752497688,370.0,673.0,112.0
ptcorr_50to100_EB2,734.0,27.09243436828813,470.0,822.0,122.0
ptcorr_50to100_EE,2025.0,45.0,1311.0,2239.0,169.0
