,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_15to20_EB1,1667.6057074517107,7.787794427962086,1353.351227681027,1740.221199487156,1306.351638293481
ptcorr_15to20_EB2,1001.8029860236246,5.907987058803347,808.6052335446005,1044.7612984051134,782.8531193827877
ptcorr_15to20_EE,788.7004035904683,5.252095184754326,636.4995581340813,821.5590123369857,612.8429068817236
ptcorr_20to25_EB1,1651.6036198273405,7.617449759826199,1339.8807844056282,1717.5379880718463,1304.4333497237726
ptcorr_20to25_EB2,1038.382768963727,6.0441347663029585,842.7705314907804,1081.9609816063398,811.2396971942092
ptcorr_20to25_EE,808.2214346937802,5.3133993050852295,652.1889115612545,842.563656241022,624.122986696035
ptcorr_25to35_EB1,3016.1615064233933,10.188818484057146,2475.75577813592,3127.2992519671093,2384.4651343504547
ptcorr_25to35_EB2,1868.6209134830708,8.03752020723801,1533.3206972142198,1939.93141997412,1459.2387142064285
ptcorr_25to35_EE,1370.2734965793084,6.8781543002900545,1110.9167138492849,1427.086170915518,1043.6094957314624
ptcorr_35to50_EB1,3542.587591806248,11.058063159336351,2967.055645397119,3648.4101733181806,2807.2096816717694
ptcorr_35to50_EB2,2172.127680553667,8.676186130530722,1805.8662051399388,2242.3327841922446,1695.3067936595257
ptcorr_35to50_EE,1440.870290802623,7.026160324722542,1178.84026195693,1497.494875879106,1085.6800340074253
ptcorr_50to100_EB1,4436.09340833862,12.316069379486098,3900.5898507927327,4525.906250571545,3472.9763144547446
ptcorr_50to100_EB2,2698.6829460447198,9.62262172484303,2360.799524945844,2758.8068498549906,2076.31425609722
ptcorr_50to100_EE,1636.9973760951161,7.417371162523484,1412.8927612160785,1684.9708408508764,1207.6513848947957
