,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_15to20_EB1,1399.0566635907383,7.128624423202508,1130.884918581385,1460.8489085450867,1095.6387265623114
ptcorr_15to20_EB2,836.6498518760227,5.3956657851782905,674.0363662882881,873.0405723010166,654.0237582438568
ptcorr_15to20_EE,674.4226211285838,4.848410933186533,543.5485905269475,702.7755550744248,525.7553027223886
ptcorr_20to25_EB1,1380.515611629156,6.950098514696165,1116.911282671631,1436.8062488853452,1089.5629429857515
ptcorr_20to25_EB2,855.2513410265366,5.481243258402474,692.6902200906536,891.1421767724726,669.6023160690183
ptcorr_20to25_EE,664.370203422991,4.805246497397427,534.9491542862539,692.6728029573896,514.6571980460967
ptcorr_25to35_EB1,2623.888956398739,9.496414445571709,2147.840779390063,2722.1338756323757,2075.2679024084377
ptcorr_25to35_EB2,1583.2469544916385,7.395141872513996,1297.062551150917,1643.2777943278375,1236.4442765504668
ptcorr_25to35_EE,1143.4391432727443,6.276578597506795,925.9353331991178,1191.048330317002,873.7504647019748
ptcorr_35to50_EB1,3143.2325546392403,10.412502426218186,2627.345325518829,3238.18261886892,2492.5353275563352
ptcorr_35to50_EB2,1866.496948154085,8.040258270360553,1549.316235104565,1927.0872031471351,1458.8296601805548
ptcorr_35to50_EE,1230.1244022481114,6.485629288029063,1003.7247600839711,1278.8004368191666,929.4534728858945
ptcorr_50to100_EB1,4007.605097418412,11.701720322494474,3519.590798179696,4089.573747146455,3138.8536193633663
ptcorr_50to100_EB2,2383.653054220616,9.040803451393735,2082.9633414459786,2437.226807857267,1834.9995343055125
ptcorr_50to100_EE,1446.8893146060595,6.9755216478793605,1245.9682080314888,1489.5213971996354,1069.7357087269766
