,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_10to15_EB1,80286.23830656587,1865.0735254335932,20350.890207687138,216415.6581132557,4485.067409959739
ptcorr_10to15_EB2,61759.783388053125,1633.0432380177183,14692.000719486638,158816.62656794564,3343.922568392347
ptcorr_10to15_EE,49132.97884575037,1458.1840530045959,12107.711692464109,134022.84914943032,2639.0390071706634
ptcorr_15to20_EB1,97881.14389798071,2058.066720808666,22245.27070693263,257126.69478504048,5562.710356530053
ptcorr_15to20_EB2,70159.43895370688,1742.6561137151314,15792.68585453369,185798.43738532683,3819.3651566849444
ptcorr_15to20_EE,58570.54812799077,1594.7182568501867,14487.123461170007,161831.33084357175,3555.5513911858975
ptcorr_20to30_EB1,220949.4797338319,3089.37674777592,48191.33252021338,546428.5474695949,12715.491893548568
ptcorr_20to30_EB2,166891.8279691103,2684.434392344713,38481.91912902318,399822.1224104884,9322.559563123748
ptcorr_20to30_EE,140217.88345186567,2459.331492729469,32905.92343876622,338713.71257880103,7396.845827891015
ptcorr_30to50_EB1,455864.55477503245,4397.425181879505,119048.94567484737,845074.2828802272,22775.872292120213
ptcorr_30to50_EB2,320606.0248410607,3693.707640680305,84428.04786619353,594387.9410841244,14723.174421876862
ptcorr_30to50_EE,283804.23861505726,3469.5491065122624,79326.70839827816,525708.8881275946,15672.054156798327
ptcorr_50to100_EB1,496318.71551014023,4593.552705967479,284302.2860944012,592031.2482592383,23017.20570410635
ptcorr_50to100_EB2,340966.3232080379,3802.5278003578555,194056.96323390878,411858.74879354826,15229.413801388411
ptcorr_50to100_EE,274255.19201668614,3405.1790715616557,154404.80727346736,333429.5918517064,12386.440177337474
