,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_10to15_EB1,1192.2962055442408,6.551030569926781,866.7555634336705,1304.749140791116,975.5752488249659
ptcorr_10to15_EB2,804.5722283644476,5.373775374885671,585.7800977035956,879.930566363744,660.3014517960748
ptcorr_10to15_EE,628.3370449919082,4.7563952888621435,460.6039360548195,684.0068003553703,515.6130173429481
ptcorr_15to20_EB1,1400.3713629510412,7.099175636856202,1022.2650218481739,1527.0538643665502,1149.431155460908
ptcorr_15to20_EB2,902.8554018906361,5.706144814284384,656.6910907164324,982.2633013053209,739.422596992388
ptcorr_15to20_EE,638.1563224062571,4.794295913959185,463.32901293848437,694.9715237405359,522.8920552325598
ptcorr_20to30_EB1,2913.3891783148943,10.236123543590386,2156.5402055847767,3137.381290157578,2414.1628350645256
ptcorr_20to30_EB2,1800.4355579249807,8.054062635001143,1324.3642393465564,1949.4176506469726,1475.3085324645397
ptcorr_20to30_EE,1168.313626123795,6.496889966162764,852.0804455111287,1270.275342559866,943.3989360784766
ptcorr_30to50_EB1,4426.40862862064,12.530549142970786,3354.631822041392,4698.166049801208,3660.7860995502183
ptcorr_30to50_EB2,2669.6751076110313,9.739632741084565,2003.7783940426618,2847.2872082334975,2168.7350886556305
ptcorr_30to50_EE,1653.4535067463885,7.679536331902411,1215.3460473569046,1785.1724056667024,1299.7924362333229
ptcorr_50to100_EB1,3895.6506331899654,11.704436833132998,3147.1087895985156,4043.2050933458604,3172.067914036854
ptcorr_50to100_EB2,2286.9572720726255,8.99300171707211,1828.491585403708,2387.007450891263,1834.9547372069826
ptcorr_50to100_EE,1311.8301128989215,6.830789532264231,1022.1870622954128,1386.271736559101,1010.9914532829761
