,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_10to15_EB1,4370.869854071244,14.117166269864917,3759.8365437168763,4458.428674855282,3525.2081983576186
ptcorr_10to15_EB2,3038.335995195745,11.758960433640164,2634.0874072644688,3096.6110749449194,2485.7103276445264
ptcorr_10to15_EE,2531.3356750265307,10.727115120834405,2209.385300123355,2572.2012750189424,2077.8385895840693
ptcorr_15to20_EB1,5234.622971804279,15.444349044207186,4517.677819933745,5334.029266557163,4255.622712686061
ptcorr_15to20_EB2,3428.840811173084,12.491228606061664,2965.6224285930894,3493.3874640649024,2797.9518576106575
ptcorr_15to20_EE,2560.4719802994077,10.79051868539481,2216.5631553355583,2605.671294487487,2086.289005735355
ptcorr_20to30_EB1,12415.235501769504,23.759644314962337,10763.553032930013,12628.250174757524,10151.175303403259
ptcorr_20to30_EB2,7671.124519031129,18.688621605747056,6639.671142201119,7811.718892386977,6230.460104002379
ptcorr_20to30_EE,5141.593120246781,15.29241736933232,4417.057507202383,5245.295206989205,4123.654534603775
ptcorr_30to50_EB1,25329.872241885234,33.64682650970634,22148.529270480896,25696.581044235376,20596.11066086606
ptcorr_30to50_EB2,14878.633763378997,25.809748836629186,12911.415118645928,15129.3614811628,11878.618366384355
ptcorr_30to50_EE,9183.56438496036,20.286072644320672,7840.657532638213,9389.19445264473,7058.608299582616
ptcorr_50to100_EB1,33147.343000144094,38.27611034457647,29610.14948977537,33509.023943599444,26384.844975468834
ptcorr_50to100_EB2,18838.719941576423,28.910557955303194,16704.921369273692,19096.038415126564,14603.206246471453
ptcorr_50to100_EE,10520.134432749952,21.640694468911143,9137.124498226944,10741.630998463097,7733.285592022235
