,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_10to15_EB1,62835.94480391085,825.3370201854323,14991.429308972518,163811.86229626217,4890.4981520632045
ptcorr_10to15_EB2,46087.040544729105,706.5211046510353,12657.174766291491,121826.99612817481,3179.7157818239853
ptcorr_10to15_EE,47205.6140854827,713.8542802734069,12999.390117467578,120259.55892724323,2802.3771892651125
ptcorr_15to20_EB1,39780.07495672171,656.0365958177902,10191.414780289853,105864.69911564032,2857.776207299968
ptcorr_15to20_EB2,28363.660505481545,553.8492387379533,6896.183857821672,76703.3537517144,1982.0145988861468
ptcorr_15to20_EE,30437.763869720355,573.1293123305226,8375.559093453301,75902.19337621263,1825.5978591738892
ptcorr_20to30_EB1,50502.67891255449,738.4676642570251,12003.001976874863,132338.2805001316,3235.2286039715177
ptcorr_20to30_EB2,36899.62350250386,630.2538340510791,8712.646790769715,92696.74489126279,2399.1428378466812
ptcorr_20to30_EE,35908.32458642708,621.0629548223632,9101.221779476798,85735.2200358839,2011.0074413314328
ptcorr_30to50_EB1,47038.529394044905,701.3876277590439,11089.847300547668,83160.40140438094,2669.517059010145
ptcorr_30to50_EB2,34546.42444122326,600.9635015063848,8367.831040409168,60404.574389997855,2016.0325231960937
ptcorr_30to50_EE,32021.61057193573,578.3924000707152,9150.874893873533,53510.68274608868,1663.5006804676136
ptcorr_50to100_EB1,15883.605229662282,407.3404898785293,8967.468123616012,18169.894081574246,779.8814689643241
ptcorr_50to100_EB2,10958.280550853937,339.09517328939506,6501.505020740506,12504.579948900355,389.3019045460949
ptcorr_50to100_EE,10765.5153173299,334.69497671829015,6837.959535701566,12048.783523551847,510.9188274354214
