,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_15to20_EB1,2718.0,52.1344415909483,525.0,6015.0,409.0
ptcorr_15to20_EB2,1859.0,43.116122274620196,379.0,4048.0,276.0
ptcorr_15to20_EE,3516.0,59.295868321494375,703.0,7503.0,369.0
ptcorr_20to25_EB1,2188.0,46.776062254106,413.0,4358.0,378.0
ptcorr_20to25_EB2,1959.0,44.26059195266146,388.0,3720.0,321.0
ptcorr_20to25_EE,3923.0,62.63385665915839,782.0,7623.0,497.0
ptcorr_25to35_EB1,2399.0,48.979587585033826,534.0,3968.0,616.0
ptcorr_25to35_EB2,2304.0,48.0,585.0,3749.0,553.0
ptcorr_25to35_EE,5916.0,76.91553809211764,1430.0,9303.0,829.0
ptcorr_35to50_EB1,6984.0,83.57032966310472,2402.0,8938.0,1677.0
ptcorr_35to50_EB2,7240.0,85.0881895447306,2628.0,9214.0,1424.0
ptcorr_35to50_EE,20018.0,141.48498153514387,7534.0,25709.0,2030.0
ptcorr_50to100_EB1,3397.0,58.283788483591216,2262.0,3716.0,631.0
ptcorr_50to100_EB2,3790.0,61.56297588648554,2546.0,4179.0,547.0
ptcorr_50to100_EE,11329.0,106.4377752492037,7453.0,12511.0,963.0
