,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_15to20_EB1,11107752.628373705,115216.93828888057,2582554.939436839,21403488.381717134,1785743.5025608544
ptcorr_15to20_EB2,7929116.349146124,96475.40511819153,1840719.0424819288,15254375.807106515,1225796.368726793
ptcorr_15to20_EE,7675543.721308068,94033.66205274026,1935129.4324156875,14180455.364137266,1098064.5113763246
ptcorr_20to25_EB1,7026055.420592545,90161.93946917693,1787441.0934701273,12428470.411463218,1007752.1058350023
ptcorr_20to25_EB2,5109135.997325453,76730.7878504358,1355670.9517655638,8823796.004226979,744744.3883564693
ptcorr_20to25_EE,4901418.2924764445,75384.87151928112,1327840.3332325125,8046815.308500948,654456.6404291062
ptcorr_25to35_EB1,4075954.1264928184,69009.84718001963,1320793.7717536932,6046350.366621001,580730.72876679
ptcorr_25to35_EB2,3207254.9064129735,61094.60857918296,1103048.0759444062,4675196.637293902,466310.78925489634
ptcorr_25to35_EE,3376050.7291194214,62514.193231402554,1200062.3260585857,4678243.150873851,449365.92774927843
ptcorr_35to50_EB1,2815879.1431701845,54932.35124475375,1315965.978092873,3481033.6540464303,398969.2825777185
ptcorr_35to50_EB2,2182090.105298068,47957.457414505676,1074495.9566882367,2663013.1943435767,312337.0107641312
ptcorr_35to50_EE,1870841.4079329225,43601.77812651029,987468.3131035274,2270419.780490253,252741.92577999612
ptcorr_50to100_EB1,1106332.9000176007,25831.862240526854,812017.1391262048,1199313.9769716193,188939.09169891142
ptcorr_50to100_EB2,855306.159530042,22138.468048948784,639810.775997283,940748.6270223946,130257.55169161684
ptcorr_50to100_EE,736257.271568361,19651.248068353638,534086.1425896367,789747.1076622261,113562.5641551837
