,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_15to20_EB1,2169.0,46.57252408878007,496.0,4192.0,272.0
ptcorr_15to20_EB2,1601.0,40.01249804748511,408.0,2984.0,190.0
ptcorr_15to20_EE,3415.0,58.43800133474792,762.0,6498.0,287.0
ptcorr_20to25_EB1,1033.0,32.14031735997639,267.0,1795.0,132.0
ptcorr_20to25_EB2,934.0,30.56141357987225,249.0,1647.0,101.0
ptcorr_20to25_EE,2274.0,47.686476070265456,594.0,3953.0,163.0
ptcorr_25to35_EB1,4000.0,63.245553203367585,1284.0,6056.0,409.0
ptcorr_25to35_EB2,4041.0,63.56886030125127,1316.0,6148.0,380.0
ptcorr_25to35_EE,9675.0,98.36157786453,2890.0,15048.0,643.0
ptcorr_35to50_EB1,2573.0,50.724747411889595,1037.0,3190.0,207.0
ptcorr_35to50_EB2,2669.0,51.66236541235796,1059.0,3329.0,202.0
ptcorr_35to50_EE,6283.0,79.26537705707328,2522.0,8048.0,354.0
ptcorr_50to100_EB1,1806.0,42.49705872175156,1232.0,1954.0,209.0
ptcorr_50to100_EB2,1798.0,42.40283009422838,1243.0,1971.0,152.0
ptcorr_50to100_EE,3902.0,62.465990746965666,2636.0,4302.0,239.0
