,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_15to20_EB1,5069872.628015811,77830.31735190612,1158141.7082144762,9957651.873406785,840942.3002036561
ptcorr_15to20_EB2,3855709.7525790343,67142.887162223,882108.0952269359,7609916.177416788,639137.8968591089
ptcorr_15to20_EE,4323135.873187251,70205.20092048922,1076143.037274284,8172192.823215205,602017.0916229347
ptcorr_20to25_EB1,1808261.7329617415,44848.571610063096,446386.6959863499,3239993.069742555,292850.41817190836
ptcorr_20to25_EB2,1461854.7188045653,40360.64143219195,373315.2688871083,2622277.0618576715,210779.6208961418
ptcorr_20to25_EE,1824019.7279232126,45814.31805215964,466697.3617133135,3043125.558337576,285385.11329277296
ptcorr_25to35_EB1,1169761.645406263,36935.99062886804,351232.2201843373,1848627.2901476799,173615.243481391
ptcorr_25to35_EB2,1034547.6814092152,34424.969386772646,339817.1347274363,1603716.4955172068,170306.85160760835
ptcorr_25to35_EE,1216648.5534070912,37638.98040087835,408958.3748956325,1727418.0340261895,165748.21005132818
ptcorr_35to50_EB1,339258.52136862464,18940.262625975392,150363.05523638162,437312.9179591556,55693.61414996589
ptcorr_35to50_EB2,342585.34113854443,19116.54671890708,159907.12628133106,434580.9758503853,47126.584064197945
ptcorr_35to50_EE,433579.7517789842,21298.1513086386,222574.18884402243,531862.3988759434,62412.41507908027
ptcorr_50to100_EB1,121004.82781772166,8503.499584150137,88722.79785214287,130592.7771039051,18101.541255753003
ptcorr_50to100_EB2,119223.07687419657,8011.277359403045,80812.04130669926,135206.12600551458,16173.428499291906
ptcorr_50to100_EE,145315.8398930157,8776.281829538264,98839.24248517666,158102.03727559908,23494.093018686333
