,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_15to20_EB1,119721.71654837692,1527.9160645622032,53764.575929793216,182691.02286296323,4522.513783547773
ptcorr_15to20_EB2,79510.59054443508,1228.0953295923634,35169.5901103394,122804.83565771833,3203.4354455537386
ptcorr_15to20_EE,73656.5532768719,1164.986815904857,31823.361639738217,112079.808051859,2381.7174123224636
ptcorr_20to25_EB1,103436.0355906604,1366.951965854232,45955.77828105894,156187.23110526448,3431.0772098233338
ptcorr_20to25_EB2,74969.85752413084,1165.0717282657802,33376.664525705164,111256.51871523178,2944.655857405563
ptcorr_20to25_EE,75626.79507701941,1177.6810312235787,34265.86094923421,110465.52285101291,3281.900597953478
ptcorr_25to35_EB1,183242.2098448997,1856.0424332596608,84171.35513365545,263145.1457402268,7352.695489352663
ptcorr_25to35_EB2,132470.91303900568,1589.6585993772408,62697.492224017886,190549.54694030015,4892.853458048985
ptcorr_25to35_EE,134936.98265060832,1604.939713761356,63072.602214133454,188869.78624785983,5919.715583092482
ptcorr_35to50_EB1,223975.85808587974,2055.8353104766124,114319.15269197241,291540.04101369967,9641.283520301446
ptcorr_35to50_EB2,159680.6011045282,1742.5038180975137,79660.64698021668,204740.79580708873,6975.469715963576
ptcorr_35to50_EE,156972.68059566835,1721.9523658856604,80380.89513003908,199676.17843552437,6163.3713218888815
ptcorr_50to100_EB1,288530.5730881547,2331.535784130217,203119.65368429004,317929.34188341966,13204.207483699905
ptcorr_50to100_EB2,209926.04347739872,1994.8241560318045,149587.02245334315,230474.31822617,9711.721182541405
ptcorr_50to100_EE,197319.58037561236,1912.9468066106315,141127.12149579165,217414.18064657223,8231.150021169598
