,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_15to20_EB1,51555.56317346283,384.60564114033235,17039.62857336025,79192.61533346036,3226.478655971638
ptcorr_15to20_EB2,34123.692339544454,312.4826382403337,10885.801923275576,54002.43718598076,2050.1005082371676
ptcorr_15to20_EE,27897.399445296927,289.043450518453,9925.462325820534,43214.94597018856,1500.3265421183457
ptcorr_20to25_EB1,50954.655698198265,362.8000096791998,16707.016623619973,79100.40495029528,2770.276926487841
ptcorr_20to25_EB2,32688.95549952019,296.27259024748696,11086.098801215063,53951.45170964159,1920.6432537932328
ptcorr_20to25_EE,30601.930551474907,300.7081497428331,11364.56508705474,47530.60672941698,1708.075068507144
ptcorr_25to35_EB1,127755.6476152637,552.5607604930784,35605.863173672966,181586.9690860443,5646.304445605877
ptcorr_25to35_EB2,66604.3421001278,421.6462042700281,26443.50746205079,96398.40191888255,3363.1251087110395
ptcorr_25to35_EE,68014.21285500153,442.7812717240732,27761.61411302704,98580.15503899829,2968.076606284583
ptcorr_35to50_EB1,176848.63044340545,624.4358754674448,47127.25514968882,207619.03198865236,6547.606750243178
ptcorr_35to50_EB2,142459.03427141605,566.1049647556117,49921.721899974866,161141.02111398257,4346.354608696142
ptcorr_35to50_EE,148075.31336673102,593.1823333396787,60548.975016283424,173086.76099067833,4124.779405369563
ptcorr_50to100_EB1,60636.27228869933,432.84390113852476,33807.370911282174,70277.50535421213,4171.812742148241
ptcorr_50to100_EB2,56019.68497022258,416.1248035302104,29607.896426853968,63618.52495356248,3055.624851175505
ptcorr_50to100_EE,69884.35663614799,474.09333368937365,36913.775728289314,81046.80272503156,3120.0355787030703
