,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_15to20_EB1,1306.3097709939939,8.8009799332286,1133.2258494039474,1329.8332980716343,1056.7582165723625
ptcorr_15to20_EB2,839.6550405643791,6.986896077139454,728.3396602827123,855.2167030979409,678.7009823893787
ptcorr_15to20_EE,722.0956768908308,6.388217769024512,621.7166002306112,734.2712635624034,578.5021793678134
ptcorr_20to25_EB1,1384.5599884906833,8.729697364104727,1201.6227721855273,1407.8001158134712,1119.3175493494473
ptcorr_20to25_EB2,879.8760984900368,6.964539172274614,765.302345261023,893.5353827205664,711.2787453014081
ptcorr_20to25_EE,738.7941441938833,6.418598548045708,641.0668367268847,750.688791495898,590.1446266544681
ptcorr_25to35_EB1,3055.8463564639305,12.97092194923608,2656.3810260818595,3100.3979398874653,2485.3692592825723
ptcorr_25to35_EB2,1925.3100107466284,10.322291636464703,1663.4792133270269,1956.099962112836,1540.2786105957039
ptcorr_25to35_EE,1462.5477129276296,8.997303944957055,1253.6748792628607,1489.048984642758,1137.3095607788316
ptcorr_35to50_EB1,4630.05410496462,15.914132052465375,4051.3221487317155,4690.082375407572,3746.076684038997
ptcorr_35to50_EB2,2841.6806914631843,12.502142060375421,2469.857533553422,2883.3682818395505,2242.2394222569046
ptcorr_35to50_EE,1933.4206555648232,10.278976301333818,1661.4743005768667,1970.6356585787312,1458.688463281579
ptcorr_50to100_EB1,8552.406026879105,21.59480446053524,7619.8714871660495,8642.632027640759,6725.9233964786845
ptcorr_50to100_EB2,5105.983884087191,16.682664098479563,4526.486663578828,5166.102866109545,3920.4440695893227
ptcorr_50to100_EE,3178.0710814236427,13.096820780493104,2770.8929553017597,3233.6262368425087,2278.1492557976576
