,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_15to20_EB1,13.91865939865089,0.6442367292790763,9.256633770230007,15.42946575759683,11.137892712114327
ptcorr_15to20_EB2,8.729790098741457,0.5089046106858099,5.407828540481192,9.677486202065083,7.442886393799668
ptcorr_15to20_EE,6.6543816359430625,0.43120328842652567,4.613058281010425,7.685654894569549,5.467492769151665
ptcorr_20to25_EB1,14.002384344029212,0.6100464355992724,8.86401497520341,15.82672684414754,11.913946498795735
ptcorr_20to25_EB2,8.18189413930029,0.48229498904665413,5.588255419917623,9.398542978939957,6.7812424002112275
ptcorr_20to25_EE,6.752935156627402,0.4467029374554287,4.443449977303836,7.8471891616213085,5.420357092811788
ptcorr_25to35_EB1,28.756369513613112,0.8904816805782165,18.359178880274758,31.86451956010059,23.869958721566846
ptcorr_25to35_EB2,19.09784183475838,0.7153079255761005,12.180358833684606,21.862144911482723,14.891187868925817
ptcorr_25to35_EE,15.75527824929777,0.65719290816074,10.204380651246634,18.167131614636894,12.045791356868442
ptcorr_35to50_EB1,35.84346785549201,1.0035163761815393,22.30407943152348,39.901320291551315,29.071243032635238
ptcorr_35to50_EB2,26.1046447771645,0.8722938199573461,16.62093881248434,28.598743459581517,20.433504118051086
ptcorr_35to50_EE,22.623107017545713,0.7847937284959654,13.79423797561363,25.256803496138836,16.442818228525336
ptcorr_50to100_EB1,46.2786428258025,1.1360025493095514,33.3188523229103,48.9748203027352,37.20478014683527
ptcorr_50to100_EB2,35.60837753542703,0.9760392386964307,24.988262365505182,37.82117514015509,27.30172863538084
ptcorr_50to100_EE,29.957266467397087,0.894117091486136,20.71223536685473,33.034285921555444,21.307630594621735
