,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_15to20_EB1,448.47818691295527,7.986702218764617,357.88810718441994,466.69897302143244,272.0911148425483
ptcorr_15to20_EB2,282.0925169141532,6.293263782356961,224.31111681259998,294.8634529795785,174.5374536401402
ptcorr_15to20_EE,236.55588816108136,5.688335678850865,184.82281175723435,245.45411194666903,144.90767411558076
ptcorr_20to25_EB1,442.37700121118274,7.68101576421636,352.81969316318157,458.83558046164416,271.0603328418619
ptcorr_20to25_EB2,301.7522816644374,6.384181571841316,244.23956141196635,313.0139462701948,180.70015757141255
ptcorr_20to25_EE,238.21598447140784,5.656618113324012,190.3005217941606,246.40098404557517,146.54636040878202
ptcorr_25to35_EB1,825.1676661182399,10.801004486947907,671.6458798350476,852.6980134314188,504.5211443514973
ptcorr_25to35_EB2,521.56775324757,8.539098648500504,421.846774852865,540.4718804129872,321.6062766235694
ptcorr_25to35_EE,415.4255122855757,7.672717992963446,335.5339241251218,427.63423668006817,243.48651224781966
ptcorr_35to50_EB1,1110.9100560638226,12.465154901159245,933.2746222518834,1139.8227410850695,683.5722376641177
ptcorr_35to50_EB2,681.8331592488238,9.757480281937427,562.2080880397444,704.60273837589,412.1289259176141
ptcorr_35to50_EE,474.3168672964872,8.095173031456556,389.81006534788264,489.451160042908,279.9640635948174
ptcorr_50to100_EB1,2058.331020265896,16.976232262572147,1833.1450650523786,2087.0809860805525,1260.734826688696
ptcorr_50to100_EB2,1224.4848485106024,13.081069405315525,1090.8684504597522,1245.003028871163,728.5801735479608
ptcorr_50to100_EE,724.1838447000688,9.929223320760416,628.4532174610516,741.1212303289795,406.1958417805784
