epoch,objective,train_loss,train_accuracy,valid_loss,valid_accuracy,st_worker_timestamp,st_worker_time,st_worker_iter,st_decision,st_status,trial_id,config_signal,config_background,config_channel,config_optimizer,config_scheduler,config_initLR,config_nNodes,config_weight_decay,config_max_epochs,st_tuner_time
1,0.0006412029364634,0.0006204646843529,0.6476785714285714,0.0006364171859763,0.6454761904761904,1721776475.8477416,160.17081378027797,0,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.0010179202316419,68,1.0808044350221069e-05,81,190.7523993216455
1,0.0006401702884052,0.0006220857135596,0.6431488095238095,0.0006359969249793,0.6426666666666667,1721776477.8883398,162.2146830931306,0,CONTINUE,InProgress,4,MHc-130_MA-90,ttZ,Combined,RMSprop,ExponentialLR,0.0003813489508842,101,0.0069575740737484,81,195.76108914986253
2,0.0006272005610877,0.0006080884568038,0.6630833333333334,0.0006227900754837,0.6617857142857143,1721776514.0671728,198.39684884622693,1,CONTINUE,InProgress,0,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.001,64,0.0003162277660168,81,230.96002434939143
2,0.0006898830338957,0.0006703212633728,0.6110654761904762,0.0006853687791597,0.6089761904761904,1721776516.027931,200.32734501734376,1,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,RMSprop,ExponentialLR,0.0039014567116597,116,5.4367325238149614e-05,81,230.96425143629315
2,0.0007034246215153,0.0006848858825507,0.5185059523809524,0.000699146450985,0.5183095238095238,1721776517.477921,202.5684739910066,1,CONTINUE,InProgress,8,MHc-130_MA-90,ttZ,Combined,Adadelta,ExponentialLR,0.0001021400378953,127,1.0722913574323328e-05,81,230.9643057957292
2,0.0006338285054124,0.0006160963841137,0.6512083333333333,0.0006297364774204,0.6504285714285715,1721776517.6142535,201.9448188394308,1,CONTINUE,InProgress,1,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.0061425441110971,49,0.0013502383174077,81,230.96433878690004
2,0.0007103601193498,0.0006921139178531,0.4928273809523809,0.000706149457466,0.4944047619047619,1721776518.6789708,203.00941506400704,1,CONTINUE,InProgress,9,MHc-130_MA-90,ttZ,Combined,Adadelta,ExponentialLR,0.0001181445334473,35,0.0021494509747271,81,236.0038763694465
2,0.0006973505146446,0.0006809430803571,0.5198333333333334,0.0006935641836552,0.5232142857142857,1721776521.867029,206.19599536061287,1,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,Adadelta,ExponentialLR,0.0004041099906327,92,0.0005871994682693,81,236.00391580164435
2,0.0007113940304588,0.0006956848860496,0.4964047619047619,0.0007077688432875,0.4988095238095238,1721776521.8801408,206.21065412834287,1,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,Adadelta,ExponentialLR,0.0015615291680215,51,0.0094749352030335,81,236.00394467636943
2,0.0006408503097792,0.0006210451491531,0.6475654761904762,0.0006362798880963,0.643452380952381,1721776522.0418444,206.3704223036766,1,CONTINUE,InProgress,7,MHc-130_MA-90,ttZ,Combined,RMSprop,CyclicLR,0.0001353778597357,55,1.6659286569521833e-05,81,236.0039705447853
2,0.0006281324124407,0.0006092902510648,0.659779761904762,0.0006237842213539,0.6590714285714285,1721776522.1375737,206.46064521744847,1,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.0010179202316419,68,1.0808044350221069e-05,81,236.00399352237585
2,0.0006316191597353,0.0006113137709242,0.6622083333333333,0.0006269333007789,0.6588571428571428,1721776522.1782596,206.5080732256174,1,CONTINUE,InProgress,5,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.0003463549932975,114,5.857847406040154e-05,81,236.0040160864592
2,0.0006960500293189,0.0006801382718341,0.5308809523809523,0.000692378085284,0.5325952380952381,1721776522.7782226,207.07947478070852,1,CONTINUE,InProgress,6,MHc-130_MA-90,ttZ,Combined,Adadelta,ExponentialLR,0.0003703067128609,87,0.0014225166157473,81,241.0206292830408
2,0.0006289307261151,0.0006148264411659,0.6555952380952381,0.0006256758911269,0.6570238095238096,1721776523.4448369,207.77117663994431,1,CONTINUE,InProgress,4,MHc-130_MA-90,ttZ,Combined,RMSprop,ExponentialLR,0.0003813489508842,101,0.0069575740737484,81,241.02067375555637
3,0.0006264085509237,0.0006055299462307,0.6657916666666667,0.0006215904113792,0.6629761904761905,1721776553.317298,237.64697827771303,2,CONTINUE,InProgress,0,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.001,64,0.0003162277660168,81,271.3559642545879
3,0.0006499812554745,0.0006319857466788,0.6363630952380952,0.0006458284457524,0.6352380952380953,1721776554.458076,238.7574927471578,2,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,RMSprop,ExponentialLR,0.0039014567116597,116,5.4367325238149614e-05,81,271.3633060604334
3,0.0006250578920401,0.000609318077919,0.6618630952380953,0.0006214256272429,0.662047619047619,1721776555.2752578,239.6058319695294,2,CONTINUE,InProgress,1,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.0061425441110971,49,0.0013502383174077,81,271.3633639141917
3,0.0007030434861424,0.0006843549186984,0.5195238095238095,0.0006987307398092,0.5191904761904762,1721776557.8392243,242.92977790534496,2,CONTINUE,InProgress,8,MHc-130_MA-90,ttZ,Combined,Adadelta,ExponentialLR,0.0001021400378953,127,1.0722913574323328e-05,81,271.3633934445679
3,0.0007100709632039,0.0006917594082298,0.4928214285714286,0.0007058452197483,0.4951190476190476,1721776559.783659,244.11410781741145,2,CONTINUE,InProgress,9,MHc-130_MA-90,ttZ,Combined,Adadelta,ExponentialLR,0.0001181445334473,35,0.0021494509747271,81,276.40115144476295
3,0.0006956210208435,0.0006793781756645,0.5250833333333333,0.0006918726719561,0.5284761904761904,1721776561.9901924,246.31916604936123,2,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,Adadelta,ExponentialLR,0.0004041099906327,92,0.0005871994682693,81,276.4011946246028
3,0.000708859507775,0.000692755368139,0.502375,0.000705143167859,0.5052619047619048,1721776562.4135504,246.7440701983869,2,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,Adadelta,ExponentialLR,0.0015615291680215,51,0.0094749352030335,81,276.4012226201594
3,0.0006247431441786,0.0006059810295701,0.6663869047619048,0.0006204134254228,0.6650952380952381,1721776563.1544185,247.4829950593412,2,CONTINUE,InProgress,7,MHc-130_MA-90,ttZ,Combined,RMSprop,CyclicLR,0.0001353778597357,55,1.6659286569521833e-05,81,281.4198721796274
3,0.0006268019818479,0.0006066120965849,0.6642619047619047,0.0006221427775564,0.6628333333333334,1721776563.520899,247.84398230165243,2,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.0010179202316419,68,1.0808044350221069e-05,81,281.4199170321226
3,0.0007702692635712,0.0007538668704884,0.5070297619047619,0.0007664840959367,0.5070714285714286,1721776563.6269193,247.95326591283083,2,CONTINUE,InProgress,4,MHc-130_MA-90,ttZ,Combined,RMSprop,ExponentialLR,0.0003813489508842,101,0.0069575740737484,81,281.419946461916
3,0.0006950112343898,0.0006789578351946,0.5337857142857143,0.0006913066038063,0.535547619047619,1721776563.9169068,248.21815891191363,2,CONTINUE,InProgress,6,MHc-130_MA-90,ttZ,Combined,Adadelta,ExponentialLR,0.0003703067128609,87,0.0014225166157473,81,281.4199713021517
3,0.0006240115562365,0.0006049066235621,0.6702797619047619,0.0006196027256193,0.6687857142857143,1721776564.2863762,248.6161887459457,2,CONTINUE,InProgress,5,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.0003463549932975,114,5.857847406040154e-05,81,281.41999454423785
4,0.0006152462406882,0.0005987762691719,0.6791369047619048,0.0006114454780306,0.6774523809523809,1721776597.1174698,281.4480443187058,3,CONTINUE,InProgress,1,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.0061425441110971,49,0.0013502383174077,81,311.6506026424468
4,0.0006184519051441,0.0005979699879175,0.6762321428571428,0.000613725308861,0.6741904761904762,1721776597.7018125,282.0314946323633,3,CONTINUE,InProgress,0,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.001,64,0.0003162277660168,81,311.6563860885799
4,0.0006528001269059,0.0006336346697949,0.609922619047619,0.000648377329111,0.6072380952380952,1721776598.2199178,282.5193360447884,3,CONTINUE,InProgress,11,MHc-130_MA-90,ttZ,Combined,RMSprop,ExponentialLR,0.0039014567116597,116,5.4367325238149614e-05,81,311.6564275957644
4,0.0007019245892053,0.0006834210902452,0.5218869047619048,0.0006976545509837,0.5203095238095238,1721776603.3600898,288.4506428465247,3,CONTINUE,InProgress,8,MHc-130_MA-90,ttZ,Combined,Adadelta,ExponentialLR,0.0001021400378953,127,1.0722913574323328e-05,81,317.4826145134866
4,0.0007100764307592,0.0006917956077626,0.4938095238095238,0.0007058577792985,0.4955952380952381,1721776607.529661,291.8601110093296,3,CONTINUE,InProgress,9,MHc-130_MA-90,ttZ,Combined,Adadelta,ExponentialLR,0.0001181445334473,35,0.0021494509747271,81,322.53649693727493
4,0.0007073956532492,0.0006911025519172,0.5065773809523809,0.000703635706788,0.5086666666666667,1721776611.0310454,295.3615661300719,3,CONTINUE,InProgress,10,MHc-130_MA-90,ttZ,Combined,Adadelta,ExponentialLR,0.0015615291680215,51,0.0094749352030335,81,327.548385348171
4,0.0006139016626846,0.0005942501056761,0.6801547619047619,0.0006093666879903,0.6761190476190476,1721776613.3183424,297.64142345264554,3,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.0010179202316419,68,1.0808044350221069e-05,81,327.5529502220452
4,0.0006124015021537,0.0005955675325932,0.679970238095238,0.0006085167399474,0.6793571428571429,1721776613.4189937,297.74756958708167,3,CONTINUE,InProgress,7,MHc-130_MA-90,ttZ,Combined,RMSprop,CyclicLR,0.0001353778597357,55,1.6659286569521833e-05,81,327.5529907159507
4,0.0006943989131067,0.0006783023366615,0.5294940476190476,0.0006906843185424,0.5321428571428571,1721776613.700192,298.02916610613465,3,CONTINUE,InProgress,3,MHc-130_MA-90,ttZ,Combined,Adadelta,ExponentialLR,0.0004041099906327,92,0.0005871994682693,81,327.5530164428056
4,0.0006291009394185,0.0006134723772605,0.6602678571428572,0.0006254943481513,0.6589761904761905,1721776613.729252,298.05559694767,3,CONTINUE,InProgress,4,MHc-130_MA-90,ttZ,Combined,RMSprop,ExponentialLR,0.0003813489508842,101,0.0069575740737484,81,327.5530400760472
4,0.0006948512164254,0.0006788068913987,0.534422619047619,0.0006911486798808,0.5376666666666666,1721776613.847128,298.1483796723187,3,CONTINUE,InProgress,6,MHc-130_MA-90,ttZ,Combined,Adadelta,ExponentialLR,0.0003703067128609,87,0.0014225166157473,81,327.55306302011013
4,0.0006251461339138,0.0006049696228333,0.6681309523809524,0.0006204900159722,0.6675476190476191,1721776613.9449131,298.2747262492776,3,CONTINUE,InProgress,5,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.0003463549932975,114,5.857847406040154e-05,81,327.55308435484767
5,0.0006547730088588,0.0006365327682523,0.6281190476190476,0.000650563722565,0.6282380952380953,1721776641.2459478,325.5765105485916,4,CONTINUE,InProgress,1,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.0061425441110971,49,0.0013502383174077,81,357.76918214187026
5,0.0006170792266726,0.0005975780636072,0.676172619047619,0.0006125789582729,0.6739047619047619,1721776646.4269197,330.75659937411547,4,CONTINUE,InProgress,0,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.001,64,0.0003162277660168,81,362.8131521195173
5,0.0006376405945136,0.0006206107600813,0.6378511904761904,0.0006337106327215,0.6362380952380953,1721776647.976075,332.2754939161241,4,STOP,InProgress,11,MHc-130_MA-90,ttZ,Combined,RMSprop,ExponentialLR,0.0039014567116597,116,5.4367325238149614e-05,81,362.8132402896881
5,0.0007015517782952,0.000683170944807,0.5224166666666666,0.0006973100474902,0.5218809523809523,1721776649.9925785,335.0831288769841,4,STOP,InProgress,8,MHc-130_MA-90,ttZ,Combined,Adadelta,ExponentialLR,0.0001021400378953,127,1.0722913574323328e-05,81,368.06454518064857
5,0.0007097034558653,0.0006917101747932,0.4938511904761904,0.0007055511602333,0.4952619047619047,1721776653.659147,337.9895911999047,4,STOP,InProgress,9,MHc-130_MA-90,ttZ,Combined,Adadelta,ExponentialLR,0.0001181445334473,35,0.0021494509747271,81,368.0652610883117
5,0.000706358687757,0.0006900532412387,0.5089821428571428,0.0007025958924066,0.5110714285714286,1721776655.108653,339.4391729570925,4,STOP,InProgress,10,MHc-130_MA-90,ttZ,Combined,Adadelta,ExponentialLR,0.0015615291680215,51,0.0094749352030335,81,368.7537794150412
5,0.0006075195833685,0.0005878647115258,0.6898452380952381,0.0006029838437125,0.6860714285714286,1721776657.766157,342.0892406888306,4,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.0010179202316419,68,1.0808044350221069e-05,81,374.4014043137431
5,0.0006109480259319,0.000594196572545,0.6817083333333334,0.0006070823059195,0.6816666666666666,1721776658.2102785,342.5388511605561,4,CONTINUE,InProgress,7,MHc-130_MA-90,ttZ,Combined,RMSprop,CyclicLR,0.0001353778597357,55,1.6659286569521833e-05,81,374.40830617025495
5,0.0006187465043649,0.000602822387857,0.6712023809523809,0.0006150717082477,0.6702380952380952,1721776658.2311616,342.5575064644217,4,STOP,InProgress,4,MHc-130_MA-90,ttZ,Combined,RMSprop,ExponentialLR,0.0003813489508842,101,0.0069575740737484,81,374.4084419719875
5,0.0006941386801501,0.0006782055706495,0.5368690476190476,0.0006904618087269,0.5399047619047619,1721776658.7371354,343.03838657587767,4,STOP,InProgress,6,MHc-130_MA-90,ttZ,Combined,Adadelta,ExponentialLR,0.0003703067128609,87,0.0014225166157473,81,374.4092255346477
5,0.0006232937918177,0.0006025359265151,0.6719464285714286,0.0006185035152094,0.6694285714285715,1721776659.0375028,343.3673113659024,4,STOP,InProgress,5,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.0003463549932975,114,5.857847406040154e-05,81,374.4100305736065
5,0.0006933076541338,0.0006770989447832,0.5340119047619047,0.0006895671827452,0.535547619047619,1721776659.3131044,343.64207485318184,4,STOP,InProgress,3,MHc-130_MA-90,ttZ,Combined,Adadelta,ExponentialLR,0.0004041099906327,92,0.0005871994682693,81,374.4108178578317
6,0.0006138822667655,0.0005976512644972,0.6783035714285715,0.0006101366508574,0.6775,1721776671.6574464,355.9880312383175,5,CONTINUE,InProgress,1,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.0061425441110971,49,0.0013502383174077,81,385.2051108442247
6,0.000605352329782,0.00058730990688,0.6912440476190476,0.0006011886937277,0.6890714285714286,1721776674.3278942,358.6575748510659,5,CONTINUE,InProgress,0,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.001,64,0.0003162277660168,81,390.2142757996917
6,0.0006035284388278,0.0005882422012232,0.6905654761904761,0.0006000008455344,0.6896666666666667,1721776683.9333906,368.25647081807256,5,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.0010179202316419,68,1.0808044350221069e-05,81,400.2808480486274
6,0.0005953046736617,0.000579840957054,0.6999940476190476,0.0005917361236753,0.7008571428571428,1721776684.0803993,368.4089742526412,5,CONTINUE,InProgress,7,MHc-130_MA-90,ttZ,Combined,RMSprop,CyclicLR,0.0001353778597357,55,1.6659286569521833e-05,81,400.2808999866247
7,0.0006136293719212,0.0005974870764073,0.6769583333333333,0.0006099042268026,0.6756428571428571,1721776704.71621,389.04678376019,6,CONTINUE,InProgress,1,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.0061425441110971,49,0.0013502383174077,81,420.3294528052211
7,0.0005968276728476,0.0005772656408094,0.7040535714285714,0.0005923133577619,0.700595238095238,1721776706.6098363,390.9395215958357,6,CONTINUE,InProgress,0,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.001,64,0.0003162277660168,81,420.3355251774192
7,0.00060381495149,0.0005870666558898,0.6896964285714285,0.0005999499601977,0.6882619047619047,1721776714.2010422,398.5241205841303,6,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.0010179202316419,68,1.0808044350221069e-05,81,430.388306222856
7,0.0005923897413625,0.0005767515326539,0.7040178571428571,0.0005887809239682,0.7026904761904762,1721776715.0928268,399.4214024171233,6,CONTINUE,InProgress,7,MHc-130_MA-90,ttZ,Combined,RMSprop,CyclicLR,0.0001353778597357,55,1.6659286569521833e-05,81,430.3883521780372
8,0.000590152001984,0.0005718523295862,0.70975,0.0005859290006614,0.7051190476190476,1721776737.3627794,421.692455753684,7,CONTINUE,InProgress,0,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.001,64,0.0003162277660168,81,455.4390598125756
8,0.0007233677840658,0.0007032703437975,0.553952380952381,0.0007187299132347,0.5526666666666666,1721776740.098941,424.4295063279569,7,CONTINUE,InProgress,1,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.0061425441110971,49,0.0013502383174077,81,455.4451989531517
8,0.0005950311017178,0.0005779191745179,0.7014761904761905,0.0005910821954409,0.6999047619047619,1721776743.300832,427.62391025200486,7,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.0010179202316419,68,1.0808044350221069e-05,81,460.4887025915086
8,0.0005875514264617,0.0005732293923695,0.7078154761904762,0.0005842463416712,0.7070238095238095,1721776744.541526,428.8700972944498,7,CONTINUE,InProgress,7,MHc-130_MA-90,ttZ,Combined,RMSprop,CyclicLR,0.0001353778597357,55,1.6659286569521833e-05,81,460.4887603446841
9,0.0005874186371763,0.0005699630741562,0.7110178571428571,0.0005833904303255,0.7069285714285715,1721776761.5945325,445.92421121150255,8,CONTINUE,InProgress,0,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.001,64,0.0003162277660168,81,475.52678222581744
9,0.0006045273981988,0.0005895987475911,0.688797619047619,0.0006010823249816,0.6888571428571428,1721776765.6352775,449.9658415913582,8,CONTINUE,InProgress,1,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.0061425441110971,49,0.0013502383174077,81,480.5821685642004
9,0.0005930850523923,0.0005772092069188,0.7040059523809524,0.0005894213957445,0.7034523809523809,1721776767.8484235,452.17150071263313,8,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.0010179202316419,68,1.0808044350221069e-05,81,485.598349429667
9,0.0005860577990611,0.000569806960367,0.711577380952381,0.0005823076055163,0.7101904761904761,1721776768.977188,453.30576011538506,8,CONTINUE,InProgress,7,MHc-130_MA-90,ttZ,Combined,RMSprop,CyclicLR,0.0001353778597357,55,1.6659286569521833e-05,81,485.5983900874853
10,0.0005858637399971,0.0005681322376642,0.714279761904762,0.0005817718548434,0.7106904761904762,1721776794.779297,479.1089754328132,9,CONTINUE,InProgress,0,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.001,64,0.0003162277660168,81,510.66954816132784
10,0.000594316910633,0.0005782392301729,0.703672619047619,0.0005906066766807,0.7005,1721776801.3459866,485.6690600477159,9,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.0010179202316419,68,1.0808044350221069e-05,81,515.7289650030434
10,0.0005861040855092,0.0005719791782044,0.7096904761904762,0.0005828444915158,0.708952380952381,1721776801.3728344,485.7014076188207,9,CONTINUE,InProgress,7,MHc-130_MA-90,ttZ,Combined,RMSprop,CyclicLR,0.0001353778597357,55,1.6659286569521833e-05,81,515.7290048971772
10,0.0006260890008792,0.0006102204879834,0.6632738095238095,0.0006224270363648,0.6602619047619047,1721776802.8582454,487.1888101734221,9,CONTINUE,InProgress,1,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.0061425441110971,49,0.0013502383174077,81,520.7404470182955
1,0.0006925680529148,0.0006740846970961,0.5448988095238095,0.0006883026631105,0.5405952380952381,1721776833.045765,159.37654040381312,0,CONTINUE,InProgress,12,MHc-130_MA-90,ttZ,Combined,Adam,CyclicLR,0.0001011761235952,37,7.791101632027874e-05,81,550.9459881000221
1,0.0006351720168831,0.0006154166917715,0.6596785714285714,0.0006306130957035,0.6579047619047619,1721776833.5504804,157.9460448473692,0,CONTINUE,InProgress,14,MHc-130_MA-90,ttZ,Combined,RMSprop,ExponentialLR,0.0009486617795817,83,4.1731157923256914e-05,81,550.9532028324902
1,0.0006343266886969,0.0006151499545999,0.6546488095238095,0.0006299012885207,0.6521904761904762,1721776834.8753324,159.44143019244075,0,CONTINUE,InProgress,13,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.0010191781817916,107,0.0002704361017929,81,550.9532425031066
11,0.0005815125439848,0.0005633150622958,0.7195654761904762,0.0005773131251335,0.7157619047619047,1721776836.1162665,520.4459439218044,10,CONTINUE,InProgress,0,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.001,64,0.0003162277660168,81,550.9532737061381
1,0.0006564440478881,0.0006360700258186,0.6273214285714286,0.0006517423504874,0.6234285714285714,1721776836.2489324,160.11769758537412,0,CONTINUE,InProgress,15,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.001146749608782,39,1.464074679073522e-05,81,550.9533046074212
1,0.0006805503492554,0.000661568516067,0.5907857142857142,0.0006761699262119,0.5872619047619048,1721776837.528564,157.29830487817526,0,CONTINUE,InProgress,17,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.0001048181292321,77,4.1481644651982855e-05,81,550.9533301480114
1,0.0006841442179466,0.0006656951524672,0.570577380952381,0.0006798867412975,0.5674047619047619,1721776838.204528,157.97425615042448,0,CONTINUE,InProgress,19,MHc-130_MA-90,ttZ,Combined,Adam,CyclicLR,0.0001566002649173,84,1.727062692247505e-05,81,556.0442591942847
1,0.0006307068335513,0.0006114088882293,0.659047619047619,0.0006262534615539,0.6581190476190476,1721776840.15311,159.87494480237365,0,CONTINUE,InProgress,16,MHc-130_MA-90,ttZ,Combined,RMSprop,ExponentialLR,0.0001587444233143,78,2.281947061438959e-05,81,556.0443044751883
11,0.0005828576145427,0.0005680710765577,0.7143511904761904,0.0005794453365462,0.7115952380952381,1721776841.0945573,525.4231275729835,10,CONTINUE,InProgress,7,MHc-130_MA-90,ttZ,Combined,RMSprop,CyclicLR,0.0001353778597357,55,1.6659286569521833e-05,81,556.0443345531821
11,0.0005897162783713,0.0005734890231064,0.7087797619047619,0.0005859715271563,0.705595238095238,1721776841.92479,526.2478646039963,10,CONTINUE,InProgress,2,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.0010179202316419,68,1.0808044350221069e-05,81,556.0443589538336
11,0.0006204333132221,0.00060386979438,0.6711785714285714,0.0006166109627201,0.6697857142857143,1721776844.3297915,528.6603552661836,10,CONTINUE,InProgress,1,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.0061425441110971,49,0.0013502383174077,81,561.0781287774444
1,0.0006750156767666,0.0006557781557951,0.6010833333333333,0.0006705762488501,0.5998571428571429,1721776844.9952357,164.67425277084112,0,CONTINUE,InProgress,18,MHc-130_MA-90,ttZ,Combined,Adam,CyclicLR,0.0002812950847822,77,1.3272633265877688e-05,81,561.0781697295606
12,0.0005790938010882,0.0005626587481016,0.7201726190476191,0.0005753010965528,0.7167142857142857,1721776875.0742376,559.4039185196161,11,CONTINUE,InProgress,0,MHc-130_MA-90,ttZ,Combined,Adam,ExponentialLR,0.001,64,0.0003162277660168,81,591.2905851453543
2,0.0006799105308595,0.0006618529806534,0.5787380952380953,0.0006757434038888,0.5758095238095238,1721776877.62209,203.95286918058991,1,CONTINUE,InProgress,12,MHc-130_MA-90,ttZ,Combined,Adam,CyclicLR,0.0001011761235952,37,7.791101632027874e-05,81,591.308311689645
2,0.000611026158574,0.000593116586407,0.6812559523809524,0.0006068931803816,0.6786428571428571,1721776878.6726782,203.0682423897088,1,CONTINUE,InProgress,14,MHc-130_MA-90,ttZ,Combined,RMSprop,ExponentialLR,0.0009486617795817,83,4.1731157923256914e-05,81,596.3794307224452
12,0.0005795092556448,0.0005644654879967,0.7186309523809524,0.0005760376169568,0.7171666666666666,1721776879.1457684,563.4743409827352,11,CONTINUE,InProgress,7,MHc-130_MA-90,ttZ,Combined,RMSprop,CyclicLR,0.0001353778597357,55,1.6659286569521833e-05,81,596.3795167431235
