# Pairwise Filter, Data Eff, MC Eff, MC Eff - AltMC
DblMuDZM, (0.9987841074437014, 0.001087091589370989), (0.9997554812370021, 0.0012373037196768053), (0.9997503378615694, 0.00043195689045283316)
