# Pairwise Filter, Data Eff, MC Eff, MC Eff - AltMC
EMuDZ, (0.9946594763558463, 0.0018279545558078259), (0.9981400207438542, 0.0003641769656241174), (0.9973880555134923, 0.0062837150016233035)
