,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_10to15_EB1,87.00977903720577,2.7893972362263213,60.36684038132006,97.49395021299465,55.32517167968788
ptcorr_10to15_EB2,57.372834167372105,2.2692786809254417,39.820457028929816,61.856451560019615,36.87667307729779
ptcorr_10to15_EE,47.881195851538315,2.0695863272033157,33.21348792714014,53.07109983211915,30.94531575518117
ptcorr_15to20_EB1,91.83630096070239,2.8632232095566064,62.19643137126363,101.05679102003002,59.569068795293646
ptcorr_15to20_EB2,62.41709529092215,2.3627164937029788,43.46107186323234,68.576197609171,40.1829769718806
ptcorr_15to20_EE,45.029452618992565,1.9943416459822336,30.368732390935207,48.40156280162157,29.90177281676517
ptcorr_20to30_EB1,205.8163651952218,4.270445966403009,147.04847289634958,224.5325806684789,134.25718027688748
ptcorr_20to30_EB2,124.38298176894986,3.3311218869223165,87.31492647360501,134.78426152759238,81.93665466308185
ptcorr_20to30_EE,88.76210477651139,2.8019842690345,62.97096136869733,98.75901705038586,56.68032364685064
ptcorr_30to50_EB1,399.6080460347362,5.974821398569436,296.43864262004433,424.1865747589689,258.5823147759175
ptcorr_30to50_EB2,244.08775937668094,4.685711126556966,172.6343170387532,260.9575513049175,158.72111267470484
ptcorr_30to50_EE,151.0813750263785,3.663702051106275,108.28984038792034,163.55063187617142,94.6485635329868
ptcorr_50to100_EB1,551.7748149532525,7.003632929947504,445.79787541437986,570.6561773235057,341.96717817979743
ptcorr_50to100_EB2,306.7611947400627,5.237884190469506,244.33055528496504,317.1776649757999,187.1944871489177
ptcorr_50to100_EE,170.79541372157212,3.8859890793777043,137.2814039390674,178.8745721188837,97.47045521949335
