,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_10to15_EB1,144.068452095527,4.031290774054821,54.46800299978335,192.75929572939557,30.647801629743277
ptcorr_10to15_EB2,97.04746933043843,3.303951684060755,37.852660802841086,136.49675875388112,19.90840722922044
ptcorr_10to15_EE,78.24398796571623,2.9571598996242425,28.823942169544097,109.53765840767183,15.773979789253563
ptcorr_15to20_EB1,129.627270066292,3.8225231300882863,46.251522173263126,174.9585685651116,23.496442966546194
ptcorr_15to20_EB2,94.47076743030846,3.261506951762711,33.18989561802106,124.63089337096609,15.7074613337636
ptcorr_15to20_EE,71.77372941801619,2.8312953514411405,29.944510044374727,102.63769526204884,11.958557348901902
ptcorr_20to30_EB1,203.97015752578847,4.778545474991289,76.62830734645378,272.4775082395008,34.85903615755624
ptcorr_20to30_EB2,136.60898458196112,3.9247818142453204,52.87842064593499,185.04148559131713,24.518683834694574
ptcorr_20to30_EE,116.51091900464249,3.604955139872964,40.84744974890045,158.80528380168806,17.348065492322757
ptcorr_30to50_EB1,291.7552518390945,5.717456389294156,128.1301852466146,368.3672774627773,44.99366418657781
ptcorr_30to50_EB2,193.4048392168572,4.670943589525785,86.42346816637175,249.5612839282628,27.845749048127225
ptcorr_30to50_EE,187.65686014008847,4.581118783258457,84.61652689579282,232.48529730720838,30.18766400701118
ptcorr_50to100_EB1,251.54022887242851,5.303850998921217,165.20322983720686,281.6435284697027,36.995176054062114
ptcorr_50to100_EB2,187.367469809145,4.605392053299013,116.71920153133738,210.6460661540472,26.627152356993136
ptcorr_50to100_EE,157.75931030873176,4.203588622657728,101.70261004539104,179.27263059627515,21.139674442676636
