,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_10to15_EB1,82.54899842218734,4.500549581810922,30.37312566131671,103.75238254639406,20.864816398911433
ptcorr_10to15_EB2,52.60208499572925,3.5870451894824265,20.415841164813045,72.25805125255364,14.180251283553902
ptcorr_10to15_EE,43.05050291291277,3.2463514132185503,17.147925914199366,59.868757042719636,9.99574312139529
ptcorr_15to20_EB1,59.93076223722006,3.833608629618012,25.29165634155858,79.04475310158712,18.074411440865443
ptcorr_15to20_EB2,43.071645937210086,3.242742644080106,14.882258815648234,55.78018410718266,9.855514656643583
ptcorr_15to20_EE,34.287952775771345,2.8885356442277375,13.797915085086244,46.24692543967286,4.706071961296327
ptcorr_20to30_EB1,74.16547098793036,4.245514507110451,28.99216290911164,97.73507636850167,16.917107610618864
ptcorr_20to30_EB2,46.43406545070537,3.369322521226106,20.902234025805072,60.85948859927821,12.69738844160872
ptcorr_20to30_EE,37.938871332786135,3.032532472319537,17.498894614022195,52.35901612856736,10.23542221328522
ptcorr_30to50_EB1,79.83908940305315,4.41977176304765,41.953775645079794,94.60793634157584,18.911178346622744
ptcorr_30to50_EB2,54.70466252570406,3.666127226750551,26.469296256415152,65.70752842499641,11.18097299761279
ptcorr_30to50_EE,41.27602262506052,3.1599928127444996,19.487808695645565,52.46824468933244,9.791299926049424
ptcorr_50to100_EB1,49.58318111114761,3.4708062005264453,32.13419644188402,51.53498049959432,9.796095671889793
ptcorr_50to100_EB2,37.375852612709046,3.0108045749960026,26.71818235720934,38.70352503868104,7.245527568189437
ptcorr_50to100_EE,33.3704155751495,2.8320706553974726,21.891943099943333,39.27980586961616,6.279207344463629
