,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_10to15_EB1,274.27172847888613,3.077889932160812,198.58877083672255,301.84171118954004,219.6231631232968
ptcorr_10to15_EB2,173.68995968061657,2.4443794616091417,125.598709213954,191.47925812204844,141.65126828110206
ptcorr_10to15_EE,143.12436138248282,2.216577980268139,103.31747666008454,157.56865430342893,114.33199936641819
ptcorr_15to20_EB1,335.0200487842411,3.399171522709614,243.37667122228441,364.52821619686574,269.2672826370279
ptcorr_15to20_EB2,202.3311570408341,2.6425652587280197,148.47104120205367,221.33260250969326,163.49418591663922
ptcorr_15to20_EE,147.77952736541843,2.2504575687705723,106.45184524526915,161.65189870330877,117.90635219463086
ptcorr_20to30_EB1,725.0758240779525,4.983084585764463,534.1509150308042,782.8153871211781,585.2842396796335
ptcorr_20to30_EB2,431.94869540248715,3.859589707757326,314.6105734150839,466.5956541650922,346.24657506293596
ptcorr_20to30_EE,278.92281059413824,3.0946821601624617,201.8867837130564,304.6493082646108,222.00862705095312
ptcorr_30to50_EB1,1175.64605680148,6.3757452951146485,892.9376130206808,1248.6262164656298,957.8188383882035
ptcorr_30to50_EB2,697.7914528822224,4.931045299933674,523.3633044523309,745.3217540585553,556.5682080370308
ptcorr_30to50_EE,434.26692668496196,3.875749730942612,313.39580712907576,470.1313317193397,338.64533273705405
ptcorr_50to100_EB1,1081.8129646221741,6.090652784319204,868.3144010099128,1125.1092314413245,872.2277102311314
ptcorr_50to100_EB2,625.5099961772947,4.652696686680326,496.7705118533609,652.7612767180887,494.54417017798664
ptcorr_50to100_EE,356.0352288234686,3.5040044257651988,273.870928507285,376.53347130772545,268.9096562923895
