,Central,Stat,MotherJetPtUp,MotherJetPtDown,RequireHeavyTag
ptcorr_10to15_EB1,66.00511642177861,2.5327284833113355,44.13360201416971,72.21484081969805,41.10285984709825
ptcorr_10to15_EB2,43.24347131161955,2.0506402842443276,29.207539441867716,48.531420975471995,28.098365857074892
ptcorr_10to15_EE,43.213148878415396,2.043439335180217,30.874443150789403,47.42849562981211,30.953603809388472
ptcorr_15to20_EB1,72.05498916427138,2.6375265058959516,50.3486422523051,78.52657263288573,46.99620068196548
ptcorr_15to20_EB2,53.657795088717464,2.2794243026075263,35.56851755627012,56.95104115613363,33.59997128425572
ptcorr_15to20_EE,39.639813358953134,1.9558202937144775,29.279325335593214,42.577417237699784,26.199687687235315
ptcorr_20to30_EB1,175.1193334035058,4.104119547483085,120.26201231183768,189.6624823728285,113.7753238871841
ptcorr_20to30_EB2,111.0082205184061,3.2834621174645413,77.86798044674411,121.400756867508,74.00137165830114
ptcorr_20to30_EE,77.61494404742189,2.7278153928853133,56.12657010174301,84.20226390233414,49.74449915820985
ptcorr_30to50_EB1,379.2323120758614,6.059717729953269,279.8065400497367,403.0615103206448,246.25176966464022
ptcorr_30to50_EB2,215.48700311171618,4.583568894322641,155.51913311143755,229.0928063903978,139.9136873281601
ptcorr_30to50_EE,136.3336637383602,3.632281359959071,94.66051339687394,147.22786252968132,85.81677306211776
ptcorr_50to100_EB1,524.2403020722289,7.121785595989886,420.222741556414,537.6533070082838,321.3481315572146
ptcorr_50to100_EB2,303.38395145588447,5.435127217312816,240.4639982171715,314.14652555403825,183.41074093360908
ptcorr_50to100_EE,162.92651759579456,3.954871394180349,128.37795079496817,169.81066834790798,94.56519505396732
